article_title,revision_id,article_quality,state,population,regional_division
"Thurmont, Maryland",1173542580,GA,Maryland,6164660,South
"Trappe, Maryland",1166331554,C,Maryland,6164660,South
"Union Bridge, Maryland",1174397321,C,Maryland,6164660,South
"University Park, Maryland",1174944936,C,Maryland,6164660,South
"Upper Marlboro, Maryland",1175087298,C,Maryland,6164660,South
"Vienna, Maryland",1166332200,C,Maryland,6164660,South
"Walkersville, Maryland",1173543810,GA,Maryland,6164660,South
"Washington Grove, Maryland",1166332661,FA,Maryland,6164660,South
"Westernport, Maryland",1174007776,C,Maryland,6164660,South
"Westminster, Maryland",1162192876,GA,Maryland,6164660,South
"Willards, Maryland",1166333678,Start,Maryland,6164660,South
"Williamsport, Maryland",1173634675,GA,Maryland,6164660,South
"Woodsboro, Maryland",1173553863,GA,Maryland,6164660,South
"Abington, Massachusetts",1175616287,GA,Massachusetts,6981974,Northeast
"Acton, Massachusetts",1177519351,B,Massachusetts,6981974,Northeast
"Acushnet, Massachusetts",1170177008,GA,Massachusetts,6981974,Northeast
"Adams, Massachusetts",1178848417,C,Massachusetts,6981974,Northeast
"Agawam, Massachusetts",1177553977,GA,Massachusetts,6981974,Northeast
"Alford, Massachusetts",1174667365,C,Massachusetts,6981974,Northeast
"Amesbury, Massachusetts",1177519083,GA,Massachusetts,6981974,Northeast
"Amherst, Massachusetts",1178478246,GA,Massachusetts,6981974,Northeast
"Andover, Massachusetts",1178452589,B,Massachusetts,6981974,Northeast
"Aquinnah, Massachusetts",1173995408,GA,Massachusetts,6981974,Northeast
"Arlington, Massachusetts",1178976700,GA,Massachusetts,6981974,Northeast
"Ashburnham, Massachusetts",1174050402,C,Massachusetts,6981974,Northeast
"Ashby, Massachusetts",1166014576,GA,Massachusetts,6981974,Northeast
"Ashfield, Massachusetts",1177523033,GA,Massachusetts,6981974,Northeast
"Ashland, Massachusetts",1166014628,B,Massachusetts,6981974,Northeast
"Athol, Massachusetts",1178770575,B,Massachusetts,6981974,Northeast
"Attleboro, Massachusetts",1170842751,C,Massachusetts,6981974,Northeast
"Auburn, Massachusetts",1166014736,C,Massachusetts,6981974,Northeast
"Avon, Massachusetts",1177697890,GA,Massachusetts,6981974,Northeast
"Ayer, Massachusetts",1166014885,C,Massachusetts,6981974,Northeast
"Barnstable, Massachusetts",1176700490,B,Massachusetts,6981974,Northeast
"Barre, Massachusetts",1171266375,C,Massachusetts,6981974,Northeast
"Becket, Massachusetts",1161186388,C,Massachusetts,6981974,Northeast
"Bedford, Massachusetts",1178361349,C,Massachusetts,6981974,Northeast
"Belchertown, Massachusetts",1166015293,C,Massachusetts,6981974,Northeast
"Bellingham, Massachusetts",1178942283,C,Massachusetts,6981974,Northeast
"Belmont, Massachusetts",1178438202,C,Massachusetts,6981974,Northeast
"Berkley, Massachusetts",1175886218,C,Massachusetts,6981974,Northeast
"Berlin, Massachusetts",1176302882,C,Massachusetts,6981974,Northeast
"Bernardston, Massachusetts",1179513271,C,Massachusetts,6981974,Northeast
"Beverly, Massachusetts",1179124550,B,Massachusetts,6981974,Northeast
"Billerica, Massachusetts",1176096367,C,Massachusetts,6981974,Northeast
"Blackstone, Massachusetts",1174197753,C,Massachusetts,6981974,Northeast
"Blandford, Massachusetts",1174669877,FA,Massachusetts,6981974,Northeast
"Bolton, Massachusetts",1178269149,C,Massachusetts,6981974,Northeast
Boston,1178975513,GA,Massachusetts,6981974,Northeast
"Bourne, Massachusetts",1166016045,B,Massachusetts,6981974,Northeast
"Boxborough, Massachusetts",1166016086,GA,Massachusetts,6981974,Northeast
"Boxford, Massachusetts",1178326467,C,Massachusetts,6981974,Northeast
"Boylston, Massachusetts",1166016104,C,Massachusetts,6981974,Northeast
"Braintree, Massachusetts",1179544447,GA,Massachusetts,6981974,Northeast
"Brewster, Massachusetts",1176828865,GA,Massachusetts,6981974,Northeast
"Bridgewater, Massachusetts",1162287962,GA,Massachusetts,6981974,Northeast
"Brimfield, Massachusetts",1166016334,C,Massachusetts,6981974,Northeast
"Brockton, Massachusetts",1176116481,C,Massachusetts,6981974,Northeast
"Brookfield, Massachusetts",1167962594,C,Massachusetts,6981974,Northeast
"Brookline, Massachusetts",1178876794,B,Massachusetts,6981974,Northeast
"Buckland, Massachusetts",1166016658,C,Massachusetts,6981974,Northeast
"Burlington, Massachusetts",1161182160,C,Massachusetts,6981974,Northeast
"Cambridge, Massachusetts",1179541924,B,Massachusetts,6981974,Northeast
"Canton, Massachusetts",1178950135,C,Massachusetts,6981974,Northeast
"Carlisle, Massachusetts",1166017279,C,Massachusetts,6981974,Northeast
"Carver, Massachusetts",1166017373,C,Massachusetts,6981974,Northeast
"Charlemont, Massachusetts",1174673247,C,Massachusetts,6981974,Northeast
"Charlton, Massachusetts",1179186719,C,Massachusetts,6981974,Northeast
"Chatham, Massachusetts",1175544072,C,Massachusetts,6981974,Northeast
"Chelmsford, Massachusetts",1178923444,GA,Massachusetts,6981974,Northeast
"Chelsea, Massachusetts",1178469047,C,Massachusetts,6981974,Northeast
"Cheshire, Massachusetts",1166017775,C,Massachusetts,6981974,Northeast
"Chester, Massachusetts",1174673505,C,Massachusetts,6981974,Northeast
"Chesterfield, Massachusetts",1174673519,C,Massachusetts,6981974,Northeast
"Chicopee, Massachusetts",1172669651,C,Massachusetts,6981974,Northeast
"Chilmark, Massachusetts",1178675089,C,Massachusetts,6981974,Northeast
"Clarksburg, Massachusetts",1174673937,C,Massachusetts,6981974,Northeast
"Clinton, Massachusetts",1167102310,C,Massachusetts,6981974,Northeast
"Cohasset, Massachusetts",1169358992,GA,Massachusetts,6981974,Northeast
"Colrain, Massachusetts",1174674581,C,Massachusetts,6981974,Northeast
"Concord, Massachusetts",1175683666,GA,Massachusetts,6981974,Northeast
"Conway, Massachusetts",1175485812,C,Massachusetts,6981974,Northeast
"Cummington, Massachusetts",1174676598,C,Massachusetts,6981974,Northeast
"Dalton, Massachusetts",1132494463,C,Massachusetts,6981974,Northeast
"Danvers, Massachusetts",1170938718,C,Massachusetts,6981974,Northeast
"Dartmouth, Massachusetts",1172987370,GA,Massachusetts,6981974,Northeast
"Dedham, Massachusetts",1178789607,GA,Massachusetts,6981974,Northeast
"Deerfield, Massachusetts",1177414099,GA,Massachusetts,6981974,Northeast
"Dennis, Massachusetts",1170996326,FA,Massachusetts,6981974,Northeast
"Dighton, Massachusetts",1169350309,GA,Massachusetts,6981974,Northeast
"Douglas, Massachusetts",1166067028,GA,Massachusetts,6981974,Northeast
"Dover, Massachusetts",1177286983,GA,Massachusetts,6981974,Northeast
"Dracut, Massachusetts",1161182691,C,Massachusetts,6981974,Northeast
"Dudley, Massachusetts",1166067098,C,Massachusetts,6981974,Northeast
"Dunstable, Massachusetts",1166067147,C,Massachusetts,6981974,Northeast
"Duxbury, Massachusetts",1175561044,C,Massachusetts,6981974,Northeast
"East Bridgewater, Massachusetts",1140222341,C,Massachusetts,6981974,Northeast
"East Brookfield, Massachusetts",1166067224,C,Massachusetts,6981974,Northeast
"East Longmeadow, Massachusetts",1179192848,C,Massachusetts,6981974,Northeast
"Eastham, Massachusetts",1166508337,C,Massachusetts,6981974,Northeast
"Easthampton, Massachusetts",1167233752,C,Massachusetts,6981974,Northeast
"Easton, Massachusetts",1178070516,C,Massachusetts,6981974,Northeast
"Edgartown, Massachusetts",1171251527,C,Massachusetts,6981974,Northeast
"Egremont, Massachusetts",1166067515,C,Massachusetts,6981974,Northeast
"Erving, Massachusetts",1176918417,C,Massachusetts,6981974,Northeast
"Essex, Massachusetts",1178153297,C,Massachusetts,6981974,Northeast
"Everett, Massachusetts",1178882062,C,Massachusetts,6981974,Northeast
"Fairhaven, Massachusetts",1169442815,C,Massachusetts,6981974,Northeast
"Fall River, Massachusetts",1179277288,B,Massachusetts,6981974,Northeast
"Falmouth, Massachusetts",1177783028,C,Massachusetts,6981974,Northeast
"Fitchburg, Massachusetts",1178284864,B,Massachusetts,6981974,Northeast
"Florida, Massachusetts",1174683020,C,Massachusetts,6981974,Northeast
"Foxborough, Massachusetts",1176063097,C,Massachusetts,6981974,Northeast
"Framingham, Massachusetts",1178729348,B,Massachusetts,6981974,Northeast
"Franklin, Massachusetts",1179365985,C,Massachusetts,6981974,Northeast
"Freetown, Massachusetts",1179452951,B,Massachusetts,6981974,Northeast
"Gardner, Massachusetts",1169330645,C,Massachusetts,6981974,Northeast
"Georgetown, Massachusetts",1166673816,C,Massachusetts,6981974,Northeast
"Gill, Massachusetts",1178974129,C,Massachusetts,6981974,Northeast
"Gloucester, Massachusetts",1177433222,B,Massachusetts,6981974,Northeast
"Goshen, Massachusetts",1166069613,C,Massachusetts,6981974,Northeast
"Gosnold, Massachusetts",1166069631,C,Massachusetts,6981974,Northeast
"Grafton, Massachusetts",1178800086,C,Massachusetts,6981974,Northeast
"Granby, Massachusetts",1172717547,C,Massachusetts,6981974,Northeast
"Granville, Massachusetts",1177741358,GA,Massachusetts,6981974,Northeast
"Great Barrington, Massachusetts",1169352708,B,Massachusetts,6981974,Northeast
"Greenfield, Massachusetts",1175567255,C,Massachusetts,6981974,Northeast
"Groton, Massachusetts",1166180134,C,Massachusetts,6981974,Northeast
"Groveland, Massachusetts",1170251512,C,Massachusetts,6981974,Northeast
"Hadley, Massachusetts",1174443299,GA,Massachusetts,6981974,Northeast
"Halifax, Massachusetts",1171021618,C,Massachusetts,6981974,Northeast
"Hamilton, Massachusetts",1170678939,C,Massachusetts,6981974,Northeast
"Hampden, Massachusetts",1166180371,C,Massachusetts,6981974,Northeast
"Hancock, Massachusetts",1166180407,C,Massachusetts,6981974,Northeast
"Hanover, Massachusetts",1168800169,C,Massachusetts,6981974,Northeast
"Hanson, Massachusetts",1166180455,C,Massachusetts,6981974,Northeast
"Hardwick, Massachusetts",1166180476,C,Massachusetts,6981974,Northeast
"Harvard, Massachusetts",1178473616,B,Massachusetts,6981974,Northeast
"Harwich, Massachusetts",1176117284,C,Massachusetts,6981974,Northeast
"Hatfield, Massachusetts",1166180700,C,Massachusetts,6981974,Northeast
"Haverhill, Massachusetts",1178516564,C,Massachusetts,6981974,Northeast
"Hawley, Massachusetts",1174707560,C,Massachusetts,6981974,Northeast
"Heath, Massachusetts",1166180805,C,Massachusetts,6981974,Northeast
"Hingham, Massachusetts",1178863447,C,Massachusetts,6981974,Northeast
"Hinsdale, Massachusetts",1166181113,C,Massachusetts,6981974,Northeast
"Holbrook, Massachusetts",1169799205,C,Massachusetts,6981974,Northeast
"Holden, Massachusetts",1166181192,C,Massachusetts,6981974,Northeast
"Holland, Massachusetts",1166181223,C,Massachusetts,6981974,Northeast
"Holliston, Massachusetts",1174795329,C,Massachusetts,6981974,Northeast
"Holyoke, Massachusetts",1177869063,GA,Massachusetts,6981974,Northeast
"Hopedale, Massachusetts",1166181369,GA,Massachusetts,6981974,Northeast
"Hopkinton, Massachusetts",1179392250,C,Massachusetts,6981974,Northeast
"Hubbardston, Massachusetts",1166181474,C,Massachusetts,6981974,Northeast
"Hudson, Massachusetts",1175693899,B,Massachusetts,6981974,Northeast
"Hull, Massachusetts",1172852301,C,Massachusetts,6981974,Northeast
"Huntington, Massachusetts",1166181562,GA,Massachusetts,6981974,Northeast
"Ipswich, Massachusetts",1161181616,C,Massachusetts,6981974,Northeast
"Kingston, Massachusetts",1176263428,C,Massachusetts,6981974,Northeast
"Lakeville, Massachusetts",1179048083,GA,Massachusetts,6981974,Northeast
"Lancaster, Massachusetts",1170887830,C,Massachusetts,6981974,Northeast
"Lanesborough, Massachusetts",1166205523,C,Massachusetts,6981974,Northeast
"Lawrence, Massachusetts",1168146546,B,Massachusetts,6981974,Northeast
"Lee, Massachusetts",1166205704,C,Massachusetts,6981974,Northeast
"Leicester, Massachusetts",1174115507,C,Massachusetts,6981974,Northeast
"Lenox, Massachusetts",1169766619,C,Massachusetts,6981974,Northeast
"Leominster, Massachusetts",1175294234,GA,Massachusetts,6981974,Northeast
"Leverett, Massachusetts",1173863328,C,Massachusetts,6981974,Northeast
"Lexington, Massachusetts",1176135157,C,Massachusetts,6981974,Northeast
"Leyden, Massachusetts",1179513284,C,Massachusetts,6981974,Northeast
"Lincoln, Massachusetts",1177849382,C,Massachusetts,6981974,Northeast
"Littleton, Massachusetts",1173882967,FA,Massachusetts,6981974,Northeast
"Longmeadow, Massachusetts",1174803009,C,Massachusetts,6981974,Northeast
"Lowell, Massachusetts",1179259972,B,Massachusetts,6981974,Northeast
"Ludlow, Massachusetts",1174519738,C,Massachusetts,6981974,Northeast
"Lunenburg, Massachusetts",1170037168,C,Massachusetts,6981974,Northeast
"Lynn, Massachusetts",1178793327,B,Massachusetts,6981974,Northeast
"Lynnfield, Massachusetts",1179431376,C,Massachusetts,6981974,Northeast
"Malden, Massachusetts",1176705942,B,Massachusetts,6981974,Northeast
"Manchester-by-the-Sea, Massachusetts",1177992255,C,Massachusetts,6981974,Northeast
"Mansfield, Massachusetts",1177597155,GA,Massachusetts,6981974,Northeast
"Marblehead, Massachusetts",1178380718,B,Massachusetts,6981974,Northeast
"Marion, Massachusetts",1170177631,C,Massachusetts,6981974,Northeast
"Marlborough, Massachusetts",1176958034,C,Massachusetts,6981974,Northeast
"Marshfield, Massachusetts",1161181602,C,Massachusetts,6981974,Northeast
"Mashpee, Massachusetts",1174054690,B,Massachusetts,6981974,Northeast
"Mattapoisett, Massachusetts",1093501520,Stub,Massachusetts,6981974,Northeast
"Maynard, Massachusetts",1170941857,FA,Massachusetts,6981974,Northeast
"Medfield, Massachusetts",1177077153,GA,Massachusetts,6981974,Northeast
"Medford, Massachusetts",1177522879,GA,Massachusetts,6981974,Northeast
"Medway, Massachusetts",1179094331,C,Massachusetts,6981974,Northeast
"Melrose, Massachusetts",1179343419,C,Massachusetts,6981974,Northeast
"Mendon, Massachusetts",1166207493,GA,Massachusetts,6981974,Northeast
"Merrimac, Massachusetts",1174201489,C,Massachusetts,6981974,Northeast
"Methuen, Massachusetts",1171227261,C,Massachusetts,6981974,Northeast
"Middleborough, Massachusetts",1174098917,C,Massachusetts,6981974,Northeast
"Middlefield, Massachusetts",1177339415,C,Massachusetts,6981974,Northeast
"Middleton, Massachusetts",1175889829,C,Massachusetts,6981974,Northeast
"Milford, Massachusetts",1177584140,C,Massachusetts,6981974,Northeast
"Millbury, Massachusetts",1177334019,C,Massachusetts,6981974,Northeast
"Millis, Massachusetts",1177313852,GA,Massachusetts,6981974,Northeast
"Millville, Massachusetts",1174769567,C,Massachusetts,6981974,Northeast
"Milton, Massachusetts",1177518446,B,Massachusetts,6981974,Northeast
"Monroe, Massachusetts",1172908895,C,Massachusetts,6981974,Northeast
"Monson, Massachusetts",1166804174,C,Massachusetts,6981974,Northeast
"Montague, Massachusetts",1166219749,C,Massachusetts,6981974,Northeast
"Monterey, Massachusetts",1166208264,C,Massachusetts,6981974,Northeast
"Montgomery, Massachusetts",1166208343,C,Massachusetts,6981974,Northeast
"Mount Washington, Massachusetts",1170061058,C,Massachusetts,6981974,Northeast
"Nahant, Massachusetts",1178957917,GA,Massachusetts,6981974,Northeast
Nantucket,1174693890,C,Massachusetts,6981974,Northeast
"Natick, Massachusetts",1178781669,B,Massachusetts,6981974,Northeast
"Needham, Massachusetts",1176826031,B,Massachusetts,6981974,Northeast
"New Ashford, Massachusetts",1166209011,GA,Massachusetts,6981974,Northeast
"New Bedford, Massachusetts",1178957257,B,Massachusetts,6981974,Northeast
"New Braintree, Massachusetts",1166209017,C,Massachusetts,6981974,Northeast
"New Marlborough, Massachusetts",1166209264,C,Massachusetts,6981974,Northeast
"New Salem, Massachusetts",1174054982,C,Massachusetts,6981974,Northeast
"Newbury, Massachusetts",1170766799,C,Massachusetts,6981974,Northeast
"Newburyport, Massachusetts",1172837565,B,Massachusetts,6981974,Northeast
"Newton, Massachusetts",1177522012,C,Massachusetts,6981974,Northeast
"Norfolk, Massachusetts",1169438853,C,Massachusetts,6981974,Northeast
"North Adams, Massachusetts",1172623886,C,Massachusetts,6981974,Northeast
"North Andover, Massachusetts",1177505914,GA,Massachusetts,6981974,Northeast
"North Attleborough, Massachusetts",1177245130,B,Massachusetts,6981974,Northeast
"North Brookfield, Massachusetts",1161739379,C,Massachusetts,6981974,Northeast
"North Reading, Massachusetts",1168754385,C,Massachusetts,6981974,Northeast
"Northampton, Massachusetts",1178253198,B,Massachusetts,6981974,Northeast
"Northborough, Massachusetts",1176703560,C,Massachusetts,6981974,Northeast
"Northbridge, Massachusetts",1166209810,C,Massachusetts,6981974,Northeast
"Northfield, Massachusetts",1179513236,C,Massachusetts,6981974,Northeast
"Norton, Massachusetts",1167276675,C,Massachusetts,6981974,Northeast
"Norwell, Massachusetts",1172304622,GA,Massachusetts,6981974,Northeast
"Norwood, Massachusetts",1178802228,C,Massachusetts,6981974,Northeast
"Oak Bluffs, Massachusetts",1166209924,FA,Massachusetts,6981974,Northeast
"Oakham, Massachusetts",1166210000,C,Massachusetts,6981974,Northeast
"Orange, Massachusetts",1177304983,C,Massachusetts,6981974,Northeast
"Orleans, Massachusetts",1169601742,C,Massachusetts,6981974,Northeast
"Otis, Massachusetts",1176925078,C,Massachusetts,6981974,Northeast
"Oxford, Massachusetts",1176872768,C,Massachusetts,6981974,Northeast
"Palmer, Massachusetts",1168107606,C,Massachusetts,6981974,Northeast
"Paxton, Massachusetts",1174813021,C,Massachusetts,6981974,Northeast
"Peabody, Massachusetts",1175283526,C,Massachusetts,6981974,Northeast
"Pelham, Massachusetts",1166211105,C,Massachusetts,6981974,Northeast
"Pembroke, Massachusetts",1168449212,C,Massachusetts,6981974,Northeast
"Pepperell, Massachusetts",1167686546,C,Massachusetts,6981974,Northeast
"Peru, Massachusetts",1174723749,C,Massachusetts,6981974,Northeast
"Petersham, Massachusetts",1166211240,C,Massachusetts,6981974,Northeast
"Phillipston, Massachusetts",1166211264,C,Massachusetts,6981974,Northeast
"Pittsfield, Massachusetts",1177781423,B,Massachusetts,6981974,Northeast
"Plainfield, Massachusetts",1166229034,C,Massachusetts,6981974,Northeast
"Plainville, Massachusetts",1175956514,C,Massachusetts,6981974,Northeast
"Plymouth, Massachusetts",1175605176,C,Massachusetts,6981974,Northeast
"Plympton, Massachusetts",1171021767,C,Massachusetts,6981974,Northeast
"Princeton, Massachusetts",1174999941,C,Massachusetts,6981974,Northeast
"Provincetown, Massachusetts",1178029199,B,Massachusetts,6981974,Northeast
"Quincy, Massachusetts",1176114651,GA,Massachusetts,6981974,Northeast
"Randolph, Massachusetts",1177463660,C,Massachusetts,6981974,Northeast
"Raynham, Massachusetts",1166229640,C,Massachusetts,6981974,Northeast
"Reading, Massachusetts",1179521761,GA,Massachusetts,6981974,Northeast
"Rehoboth, Massachusetts",1174053638,C,Massachusetts,6981974,Northeast
"Revere, Massachusetts",1175205814,GA,Massachusetts,6981974,Northeast
"Richmond, Massachusetts",1166229845,C,Massachusetts,6981974,Northeast
"Rochester, Massachusetts",1170177943,C,Massachusetts,6981974,Northeast
"Rockland, Massachusetts",1172857266,C,Massachusetts,6981974,Northeast
"Rockport, Massachusetts",1173150226,C,Massachusetts,6981974,Northeast
"Rowe, Massachusetts",1166230328,C,Massachusetts,6981974,Northeast
"Rowley, Massachusetts",1175585748,C,Massachusetts,6981974,Northeast
"Royalston, Massachusetts",1174789957,C,Massachusetts,6981974,Northeast
"Russell, Massachusetts",1176273559,C,Massachusetts,6981974,Northeast
"Rutland, Massachusetts",1174054885,C,Massachusetts,6981974,Northeast
"Salem, Massachusetts",1179345149,B,Massachusetts,6981974,Northeast
"Salisbury, Massachusetts",1176609182,C,Massachusetts,6981974,Northeast
"Sandisfield, Massachusetts",1169352476,C,Massachusetts,6981974,Northeast
"Sandwich, Massachusetts",1176713993,C,Massachusetts,6981974,Northeast
"Saugus, Massachusetts",1177063422,GA,Massachusetts,6981974,Northeast
"Savoy, Massachusetts",1166230760,C,Massachusetts,6981974,Northeast
"Scituate, Massachusetts",1163512355,C,Massachusetts,6981974,Northeast
"Seekonk, Massachusetts",1169690209,C,Massachusetts,6981974,Northeast
"Sharon, Massachusetts",1177335891,C,Massachusetts,6981974,Northeast
"Sheffield, Massachusetts",1177393597,C,Massachusetts,6981974,Northeast
"Shelburne, Massachusetts",1166231156,C,Massachusetts,6981974,Northeast
"Sherborn, Massachusetts",1170566905,C,Massachusetts,6981974,Northeast
"Shirley, Massachusetts",1167124600,C,Massachusetts,6981974,Northeast
"Shrewsbury, Massachusetts",1178168096,C,Massachusetts,6981974,Northeast
"Shutesbury, Massachusetts",1166231300,C,Massachusetts,6981974,Northeast
"Somerset, Massachusetts",1170178084,C,Massachusetts,6981974,Northeast
"Somerville, Massachusetts",1178752725,B,Massachusetts,6981974,Northeast
"South Hadley, Massachusetts",1176866890,C,Massachusetts,6981974,Northeast
"Southampton, Massachusetts",1166329827,C,Massachusetts,6981974,Northeast
"Southborough, Massachusetts",1170409658,C,Massachusetts,6981974,Northeast
"Southbridge, Massachusetts",1179072306,C,Massachusetts,6981974,Northeast
"Southwick, Massachusetts",1165055262,C,Massachusetts,6981974,Northeast
"Spencer, Massachusetts",1171109462,C,Massachusetts,6981974,Northeast
"Springfield, Massachusetts",1178981969,B,Massachusetts,6981974,Northeast
"Sterling, Massachusetts",1173877555,C,Massachusetts,6981974,Northeast
"Stockbridge, Massachusetts",1178477770,B,Massachusetts,6981974,Northeast
"Stoneham, Massachusetts",1176496682,C,Massachusetts,6981974,Northeast
"Stoughton, Massachusetts",1178843054,GA,Massachusetts,6981974,Northeast
"Stow, Massachusetts",1170700616,GA,Massachusetts,6981974,Northeast
"Sturbridge, Massachusetts",1174253147,C,Massachusetts,6981974,Northeast
"Sudbury, Massachusetts",1163140491,C,Massachusetts,6981974,Northeast
"Sunderland, Massachusetts",1166330866,C,Massachusetts,6981974,Northeast
"Sutton, Massachusetts",1178453137,C,Massachusetts,6981974,Northeast
"Swampscott, Massachusetts",1178702114,GA,Massachusetts,6981974,Northeast
"Swansea, Massachusetts",1170178310,C,Massachusetts,6981974,Northeast
"Taunton, Massachusetts",1177476323,B,Massachusetts,6981974,Northeast
"Templeton, Massachusetts",1151470682,C,Massachusetts,6981974,Northeast
"Tewksbury, Massachusetts",1177454663,C,Massachusetts,6981974,Northeast
"Tisbury, Massachusetts",1172125304,C,Massachusetts,6981974,Northeast
"Tolland, Massachusetts",1175888389,C,Massachusetts,6981974,Northeast
"Topsfield, Massachusetts",1171358967,FA,Massachusetts,6981974,Northeast
"Townsend, Massachusetts",1166331515,C,Massachusetts,6981974,Northeast
"Truro, Massachusetts",1176640737,C,Massachusetts,6981974,Northeast
"Tyngsborough, Massachusetts",1176475974,C,Massachusetts,6981974,Northeast
"Tyringham, Massachusetts",1166815301,GA,Massachusetts,6981974,Northeast
"Upton, Massachusetts",1167113852,GA,Massachusetts,6981974,Northeast
"Uxbridge, Massachusetts",1178800686,GA,Massachusetts,6981974,Northeast
"Wakefield, Massachusetts",1177289684,GA,Massachusetts,6981974,Northeast
"Wales, Massachusetts",1166332392,C,Massachusetts,6981974,Northeast
"Walpole, Massachusetts",1178945082,B,Massachusetts,6981974,Northeast
"Waltham, Massachusetts",1177397802,GA,Massachusetts,6981974,Northeast
"Ware, Massachusetts",1174054301,C,Massachusetts,6981974,Northeast
"Wareham, Massachusetts",1170364161,C,Massachusetts,6981974,Northeast
"Warren, Massachusetts",1166332602,C,Massachusetts,6981974,Northeast
"Warwick, Massachusetts",1105191402,C,Massachusetts,6981974,Northeast
"Washington, Massachusetts",1166332702,C,Massachusetts,6981974,Northeast
"Watertown, Massachusetts",1176404518,B,Massachusetts,6981974,Northeast
"Wayland, Massachusetts",1177370382,C,Massachusetts,6981974,Northeast
"Webster, Massachusetts",1166332947,C,Massachusetts,6981974,Northeast
"Wellesley, Massachusetts",1175506801,B,Massachusetts,6981974,Northeast
"Wellfleet, Massachusetts",1139778381,C,Massachusetts,6981974,Northeast
"Wendell, Massachusetts",1176619307,C,Massachusetts,6981974,Northeast
"Wenham, Massachusetts",1177239958,C,Massachusetts,6981974,Northeast
"West Boylston, Massachusetts",1177800225,C,Massachusetts,6981974,Northeast
"West Bridgewater, Massachusetts",1177348869,C,Massachusetts,6981974,Northeast
"West Brookfield, Massachusetts",1167464645,C,Massachusetts,6981974,Northeast
"West Newbury, Massachusetts",1175557108,GA,Massachusetts,6981974,Northeast
"West Springfield, Massachusetts",1178749831,B,Massachusetts,6981974,Northeast
"West Stockbridge, Massachusetts",1166333189,C,Massachusetts,6981974,Northeast
"West Tisbury, Massachusetts",1174583314,C,Massachusetts,6981974,Northeast
"Westborough, Massachusetts",1174284424,C,Massachusetts,6981974,Northeast
"Westfield, Massachusetts",1177415313,B,Massachusetts,6981974,Northeast
"Westford, Massachusetts",1174304065,C,Massachusetts,6981974,Northeast
"Westhampton, Massachusetts",1166333279,C,Massachusetts,6981974,Northeast
"Westminster, Massachusetts",1166333297,C,Massachusetts,6981974,Northeast
"Weston, Massachusetts",1175298590,B,Massachusetts,6981974,Northeast
"Westport, Massachusetts",1170176432,C,Massachusetts,6981974,Northeast
"Westwood, Massachusetts",1178799352,C,Massachusetts,6981974,Northeast
"Weymouth, Massachusetts",1172092163,B,Massachusetts,6981974,Northeast
"Whately, Massachusetts",1166333408,C,Massachusetts,6981974,Northeast
"Whitman, Massachusetts",1166333614,C,Massachusetts,6981974,Northeast
"Wilbraham, Massachusetts",1179193037,GA,Massachusetts,6981974,Northeast
"Williamsburg, Massachusetts",1174232695,C,Massachusetts,6981974,Northeast
"Williamstown, Massachusetts",1166333709,C,Massachusetts,6981974,Northeast
"Wilmington, Massachusetts",1166333793,C,Massachusetts,6981974,Northeast
"Winchendon, Massachusetts",1173653047,C,Massachusetts,6981974,Northeast
"Winchester, Massachusetts",1177913322,C,Massachusetts,6981974,Northeast
"Windsor, Massachusetts",1166333949,C,Massachusetts,6981974,Northeast
"Winthrop, Massachusetts",1177823980,B,Massachusetts,6981974,Northeast
"Woburn, Massachusetts",1178555817,C,Massachusetts,6981974,Northeast
"Worcester, Massachusetts",1179199371,B,Massachusetts,6981974,Northeast
"Worthington, Massachusetts",1166334439,C,Massachusetts,6981974,Northeast
"Wrentham, Massachusetts",1169858715,GA,Massachusetts,6981974,Northeast
"Yarmouth, Massachusetts",1177420090,FA,Massachusetts,6981974,Northeast
"Hyde Park, Boston",1178953336,C,Massachusetts,6981974,Northeast
"Acme Township, Michigan",1170590999,C,Michigan,10034113,Midwest
"Ada Township, Michigan",1177090452,C,Michigan,10034113,Midwest
"Adams Township, Arenac County, Michigan",1166383232,Start,Michigan,10034113,Midwest
"Adams Township, Hillsdale County, Michigan",1166383297,C,Michigan,10034113,Midwest
"Adams Township, Houghton County, Michigan",1177197196,C,Michigan,10034113,Midwest
"Addison, Michigan",1171396175,C,Michigan,10034113,Midwest
"Addison Township, Michigan",1166383463,C,Michigan,10034113,Midwest
"Adrian, Michigan",1168543999,GA,Michigan,10034113,Midwest
"Adrian Charter Township, Michigan",1161142401,C,Michigan,10034113,Midwest
"Aetna Township, Mecosta County, Michigan",1175049570,Start,Michigan,10034113,Midwest
"Aetna Township, Missaukee County, Michigan",1166383727,B,Michigan,10034113,Midwest
"Ahmeek, Michigan",1175880613,GA,Michigan,10034113,Midwest
"Akron, Michigan",1166384126,C,Michigan,10034113,Midwest
"Akron Township, Michigan",1166384107,GA,Michigan,10034113,Midwest
"Alabaster Township, Michigan",1166384158,Start,Michigan,10034113,Midwest
"Alaiedon Township, Michigan",1166384168,GA,Michigan,10034113,Midwest
"Alamo Township, Michigan",1166384181,Start,Michigan,10034113,Midwest
"Alanson, Michigan",1166384204,C,Michigan,10034113,Midwest
"Albee Township, Michigan",1166384293,C,Michigan,10034113,Midwest
"Albert Township, Michigan",1178987937,Start,Michigan,10034113,Midwest
