pageid,title,lastrevid,talkid,city,state,score_pred
128624,"Underwood, North Dakota",1174012462,4494598.0,Underwood,North Dakota,C
128582,"LaMoure, North Dakota",1165752585,1791921.0,LaMoure,North Dakota,C
128663,"Drayton, North Dakota",1172573846,4495790.0,Drayton,North Dakota,C
128587,"Napoleon, North Dakota",1173488654,4493419.0,Napoleon,North Dakota,C
128635,"Glen Ullin, North Dakota",1178538038,4495780.0,Glen Ullin,North Dakota,C
150858,"Wilton, North Dakota",1178318577,4494641.0,Wilton,North Dakota,C
128823,"Hatton, North Dakota",1172854439,4493744.0,Hatton,North Dakota,C
128866,"Ray, North Dakota",1173890167,4492683.0,Ray,North Dakota,C
128650,"Lakota, North Dakota",1178536945,4494531.0,Lakota,North Dakota,C
128690,"Mohall, North Dakota",1178536740,4495281.0,Mohall,North Dakota,C
128568,"New England, North Dakota",1178536453,4494877.0,New England,North Dakota,GA
128789,"Richardton, North Dakota",1178536115,4495907.0,Richardton,North Dakota,C
128573,"Steele, North Dakota",1179013234,4493749.0,Steele,North Dakota,GA
128567,"Mott, North Dakota",1174321537,4493433.0,Mott,North Dakota,C
128756,"Dunseith, North Dakota",1172708866,4494951.0,Dunseith,North Dakota,C
128768,"Milnor, North Dakota",1173049940,4496109.0,Milnor,North Dakota,C
128839,"Minto, North Dakota",1172660506,4494995.0,Minto,North Dakota,C
128602,"Ashley, North Dakota",1174914166,4493380.0,Ashley,North Dakota,C
128702,"Lidgerwood, North Dakota",1173025986,4495897.0,Lidgerwood,North Dakota,C
128658,"Center, North Dakota",1174023399,4492619.0,Center,North Dakota,GA
128826,"Portland, North Dakota",1172856473,4492677.0,Portland,North Dakota,C
128578,"Edgeley, North Dakota",1165647797,4495706.0,Edgeley,North Dakota,C
128623,"Turtle Lake, North Dakota",1174012089,4495922.0,Turtle Lake,North Dakota,C
128560,"Elgin, North Dakota",1174211872,4495004.0,Elgin,North Dakota,C
128668,"Pembina, North Dakota",1177854340,4494857.0,Pembina,North Dakota,C
128765,"Forman, North Dakota",1173038810,4495591.0,Forman,North Dakota,C
128477,"Argusville, North Dakota",1173059728,4495652.0,Argusville,North Dakota,C
128842,"Berthold, North Dakota",1178976124,4495461.0,Berthold,North Dakota,C
128759,"Rolette, North Dakota",1172710670,4495666.0,Rolette,North Dakota,C
128598,"Towner, North Dakota",1173708802,4492675.0,Towner,North Dakota,C
128858,"Fessenden, North Dakota",1173438096,4495457.0,Fessenden,North Dakota,C
128707,"Wyndmere, North Dakota",1173035256,4495580.0,Wyndmere,North Dakota,C
128547,"Emerado, North Dakota",1172835227,4495431.0,Emerado,North Dakota,C
128440,"Leeds, North Dakota",1172733430,4493804.0,Leeds,North Dakota,C
128790,"South Heart, North Dakota",1174209276,4495676.0,South Heart,North Dakota,C
128792,"Finley, North Dakota",1172867451,4495401.0,Finley,North Dakota,C
128687,"Glenburn, North Dakota",1173809748,4495626.0,Glenburn,North Dakota,C
128441,"Maddock, North Dakota",1172732872,4496041.0,Maddock,North Dakota,C
128651,"McVille, North Dakota",1172742815,4495429.0,McVille,North Dakota,C
128458,"Westhope, North Dakota",1173723720,4495251.0,Westhope,North Dakota,Start
128471,"Powers Lake, North Dakota",1178189256,4494631.0,Powers Lake,North Dakota,C
128496,"Oxbow, North Dakota",1173131454,4494611.0,Oxbow,North Dakota,C
128539,"Strasburg, North Dakota",1173497519,4495030.0,Strasburg,North Dakota,C
128581,"Kulm, North Dakota",1165752419,4494810.0,Kulm,North Dakota,C
128555,"Manvel, North Dakota",1172839239,4495091.0,Manvel,North Dakota,C
128631,"Stanton, North Dakota",1174029437,4493387.0,Stanton,North Dakota,C
128818,"Buxton, North Dakota",1177278956,4495173.0,Buxton,North Dakota,C
128666,"Neche, North Dakota",1172575332,4495235.0,Neche,North Dakota,C
128699,"Fairmount, North Dakota",1173023447,4495425.0,Fairmount,North Dakota,C
128490,"Hunter, North Dakota",1173129547,4492720.0,Hunter,North Dakota,C
128618,"Max, North Dakota",1174010040,4493169.0,Max,North Dakota,GA
128775,"McClusky, North Dakota",1173670514,4495136.0,McClusky,North Dakota,C
128478,"Arthur, North Dakota",1177726211,4492633.0,Arthur,North Dakota,C
128762,"St. John, North Dakota",1172711875,4495302.0,St. John,North Dakota,C
128669,"St. Thomas, North Dakota",1172577609,4495409.0,St. Thomas,North Dakota,C
128854,"Sawyer, North Dakota",1173837662,4494556.0,Sawyer,North Dakota,Start
128606,"Alexander, North Dakota",1174054966,4492629.0,Alexander,North Dakota,C
128464,"Bowbells, North Dakota",1173869737,4495029.0,Bowbells,North Dakota,C
128594,"Drake, North Dakota",1173706145,4492742.0,Drake,North Dakota,C
128586,"Gackle, North Dakota",1173488161,4495428.0,Gackle,North Dakota,C
128794,"Hope, North Dakota",1172868161,4492757.0,Hope,North Dakota,C
128784,"Gladstone, North Dakota",1174208409,4493754.0,Gladstone,North Dakota,C
150862,"Reynolds, North Dakota",1172841069,4494572.0,Reynolds,North Dakota,C
150857,"Tower City, North Dakota",1179424069,4495928.0,Tower City,North Dakota,C
128609,"Arnegard, North Dakota",1174055746,4493752.0,Arnegard,North Dakota,C
128802,"Medina, North Dakota",1173215366,4492711.0,Medina,North Dakota,C
128706,"Walcott, North Dakota",1173034769,4495866.0,Walcott,North Dakota,C
128654,"Michigan City, North Dakota",1172744012,4495711.0,Michigan City,North Dakota,C
128693,"Abercrombie, North Dakota",1172898476,4495418.0,Abercrombie,North Dakota,C
128483,"Davenport, North Dakota",1173064277,4494610.0,Davenport,North Dakota,C
128463,"Scranton, North Dakota",1174331103,4493371.0,Scranton,North Dakota,C
128837,"Hoople, North Dakota",1172659774,2987297.0,Hoople,North Dakota,C
128559,"Carson, North Dakota",1174211431,4494578.0,Carson,North Dakota,C
128492,"Leonard, North Dakota",1173130234,4494567.0,Leonard,North Dakota,C
128548,"Gilby, North Dakota",1172835802,4495836.0,Gilby,North Dakota,C
128649,"Aneta, North Dakota",1172741307,4495932.0,Aneta,North Dakota,C
128453,"Lansford, North Dakota",1173716819,4495718.0,Lansford,North Dakota,C
128595,"Granville, North Dakota",1173879270,4493491.0,Granville,North Dakota,C
128530,"Dunn Center, North Dakota",1174049718,4495914.0,Dunn Center,North Dakota,C
128531,"Halliday, North Dakota",1174050080,4495830.0,Halliday,North Dakota,C
128620,"Riverdale, North Dakota",1174013724,4495298.0,Riverdale,North Dakota,C
128791,"Taylor, North Dakota",1174209674,4493177.0,Taylor,North Dakota,C
128632,"Zap, North Dakota",1174032332,4492637.0,Zap,North Dakota,C
128537,"Hazelton, North Dakota",1173496691,4495968.0,Hazelton,North Dakota,C
64679,"Anamoose, North Dakota",1173702954,4494975.0,Anamoose,North Dakota,C
128574,"Tappen, North Dakota",1173445572,4494599.0,Tappen,North Dakota,C
128634,"Flasher, North Dakota",1178954849,4493157.0,Flasher,North Dakota,C
128562,"New Leipzig, North Dakota",1174214089,4496094.0,New Leipzig,North Dakota,C
128865,"Grenora, North Dakota",1173889673,4495247.0,Grenora,North Dakota,C
128832,"Fordville, North Dakota",1172657709,4495872.0,Fordville,North Dakota,C
128645,"Plaza, North Dakota",1173995160,4493138.0,Plaza,North Dakota,C
128830,"Edinburg, North Dakota",1172657021,4495650.0,Edinburg,North Dakota,Start
128697,"Colfax, North Dakota",1172900316,4495653.0,Colfax,North Dakota,C
128486,"Frontier, North Dakota",1173125700,4494619.0,Frontier,North Dakota,C
150860,"Grandin, North Dakota",1172853951,4492643.0,Grandin,North Dakota,C
128481,"Buffalo, North Dakota",1173062467,4492705.0,Buffalo,North Dakota,C
128628,"Golden Valley, North Dakota",1174027293,4495789.0,Golden Valley,North Dakota,Start
128497,"Page, North Dakota",1173131883,4492717.0,Page,North Dakota,C
128442,"Minnewaukan, North Dakota",1172730822,4495325.0,Minnewaukan,North Dakota,C
128511,"Munich, North Dakota",1172649006,4493758.0,Munich,North Dakota,C
128845,"Des Lacs, North Dakota",1173832776,4495700.0,Des Lacs,North Dakota,C
128691,"Sherwood, North Dakota",1173811601,4493795.0,Sherwood,North Dakota,C
128534,"Sheyenne, North Dakota",1178405582,4495933.0,Sheyenne,North Dakota,C
128433,"Wimbledon, North Dakota",1175268176,4493755.0,Wimbledon,North Dakota,B
128704,"Mooreton, North Dakota",1173026827,4496110.0,Mooreton,North Dakota,Start
128777,"Fort Yates, North Dakota",1176988192,4495077.0,Fort Yates,North Dakota,C
128569,"Regent, North Dakota",1174325200,4493517.0,Regent,North Dakota,C
128425,"Litchville, North Dakota",1165891059,4495734.0,Litchville,North Dakota,C
128563,"Binford, North Dakota",1178495686,4495900.0,Binford,North Dakota,C
128772,"Rutland, North Dakota",1173050651,4494831.0,Rutland,North Dakota,C
128656,"Petersburg, North Dakota",1172745138,4495927.0,Petersburg,North Dakota,C
128430,"Sanborn, North Dakota",1165900774,4496020.0,Sanborn,North Dakota,C
128462,"Rhame, North Dakota",1174330511,4493759.0,Rhame,North Dakota,GA
128696,"Christine, North Dakota",1172899945,4495688.0,Christine,North Dakota,GA
128459,"Willow City, North Dakota",1173724057,4494880.0,Willow City,North Dakota,C
128809,"Streeter, North Dakota",1173217395,4495941.0,Streeter,North Dakota,C
128801,"Kensal, North Dakota",1173214682,4495856.0,Kensal,North Dakota,C
128850,"Makoti, North Dakota",1173835652,4495654.0,Makoti,North Dakota,C
128844,"Carpio, North Dakota",1173816748,1291023.0,Carpio,North Dakota,C
128678,"Edmore, North Dakota",1172672260,4495597.0,Edmore,North Dakota,Start
128856,"Bowdon, North Dakota",1173339765,4495427.0,Bowdon,North Dakota,C
128469,"Lignite, North Dakota",1173870772,4493194.0,Lignite,North Dakota,C
128528,"Noonan, North Dakota",1173878562,4495793.0,Noonan,North Dakota,C
128465,"Columbus, North Dakota",1173870079,4493805.0,Columbus,North Dakota,C
128474,"Wing, North Dakota",1178953848,4492715.0,Wing,North Dakota,C
128657,"Tolna, North Dakota",1172745915,1991633.0,Tolna,North Dakota,C
128599,"Upham, North Dakota",1173709246,4495399.0,Upham,North Dakota,C
128630,"Pick City, North Dakota",1174029005,4495464.0,Pick City,North Dakota,Start
128487,"Gardner, North Dakota",1174198631,4494581.0,Gardner,North Dakota,C
128827,"Adams, North Dakota",1172655868,4492622.0,Adams,North Dakota,C
128583,"Marion, North Dakota",1165892245,4495274.0,Marion,North Dakota,C
128566,"Hannaford, North Dakota",1173144304,4495792.0,Hannaford,North Dakota,C
128446,"Medora, North Dakota",1174176307,4494859.0,Medora,North Dakota,C
128643,"Palermo, North Dakota",1173994311,4494626.0,Palermo,North Dakota,C
128778,"Selfridge, North Dakota",1173601726,4496011.0,Selfridge,North Dakota,C
128470,"Portal, North Dakota",1178609749,4492653.0,Portal,North Dakota,C
128418,"Reeder, North Dakota",1174284525,4495857.0,Reeder,North Dakota,GA
128822,"Galesburg, North Dakota",1172853458,4496146.0,Galesburg,North Dakota,C
128833,"Forest River, North Dakota",1172658324,4495880.0,Forest River,North Dakota,C
128662,"Crystal, North Dakota",1172573553,4493154.0,Crystal,North Dakota,C
128619,"Mercer, North Dakota",1174010500,4494606.0,Mercer,North Dakota,C
128676,"Crary, North Dakota",1172671099,4495583.0,Crary,North Dakota,C
128773,"Goodrich, North Dakota",1173669071,4495739.0,Goodrich,North Dakota,C
128427,"Oriska, North Dakota",1165896754,4496035.0,Oriska,North Dakota,C
128853,"Ryder, North Dakota",1173837227,4493706.0,Ryder,North Dakota,C
128869,"Wildrose, North Dakota",1173891058,4495708.0,Wildrose,North Dakota,C
128811,"Bisbee, North Dakota",1172686150,4495194.0,Bisbee,North Dakota,C
128838,"Lankin, North Dakota",1172660134,4495904.0,Lankin,North Dakota,C
128684,"Fort Ransom, North Dakota",1173057377,4495785.0,Fort Ransom,North Dakota,C
128862,"Sykeston, North Dakota",1173440359,4495723.0,Sykeston,North Dakota,C
128513,"Osnabrock, North Dakota",1172649707,4495509.0,Osnabrock,North Dakota,C
128682,"Starkweather, North Dakota",1172673582,4495758.0,Starkweather,North Dakota,C
128781,"Marmarth, North Dakota",1174328933,4495854.0,Marmarth,North Dakota,C
128633,"Almont, North Dakota",1178954461,4493426.0,Almont,North Dakota,GA
128541,"Glenfield, North Dakota",1173210425,4495796.0,Glenfield,North Dakota,Start
128443,"Oberon, North Dakota",1172731340,4493816.0,Oberon,North Dakota,C
128455,"Newburg, North Dakota",1173717593,4495748.0,Newburg,North Dakota,C
128686,"Sheldon, North Dakota",1173334253,4495714.0,Sheldon,North Dakota,C
128648,"White Earth, North Dakota",1173996577,4495759.0,White Earth,North Dakota,C
128420,"Fingal, North Dakota",1165746908,4494571.0,Fingal,North Dakota,C
128808,"Spiritwood Lake, North Dakota",1173216937,4496080.0,Spiritwood Lake,North Dakota,Start
128591,"Deering, North Dakota",1178770783,4495287.0,Deering,North Dakota,C
128847,"Douglas, North Dakota",1173836896,4492750.0,Douglas,North Dakota,C
128435,"Esmond, North Dakota",1172734160,4495612.0,Esmond,North Dakota,C
128817,"Rocklake, North Dakota",1172705935,4495848.0,Rocklake,North Dakota,C
128841,"Pisek, North Dakota",1172661340,4496048.0,Pisek,North Dakota,C
128646,"Ross, North Dakota",1173995643,4493193.0,Ross,North Dakota,C
128454,"Maxbass, North Dakota",1173717209,4495946.0,Maxbass,North Dakota,C
128797,"Buchanan, North Dakota",1173212327,4493798.0,Buchanan,North Dakota,C
128806,"Montpelier, North Dakota",1173215790,4494638.0,Montpelier,North Dakota,C
128796,"Sharon, North Dakota",1172869271,4493790.0,Sharon,North Dakota,C
128476,"Amenia, North Dakota",1173062113,4492667.0,Amenia,North Dakota,C
128529,"Dodge, North Dakota",1174049245,4492765.0,Dodge,North Dakota,C
128545,"Golva, North Dakota",1165748190,4495906.0,Golva,North Dakota,C
128596,"Karlsruhe, North Dakota",1173707329,4493367.0,Karlsruhe,North Dakota,C
128605,"Zeeland, North Dakota",1173495440,4494937.0,Zeeland,North Dakota,C
150863,"Lehr, North Dakota",1173489175,4493766.0,Lehr,North Dakota,C
128698,"Dwight, North Dakota",1173022874,4493747.0,Dwight,North Dakota,C
128864,"Epping, North Dakota",1173891442,4495898.0,Epping,North Dakota,C
128419,"Dazey, North Dakota",1165646297,4496010.0,Dazey,North Dakota,C
128655,"Pekin, North Dakota",1172744286,4495581.0,Pekin,North Dakota,C
128570,"Dawson, North Dakota",1179014848,4494595.0,Dawson,North Dakota,C
128846,"Donnybrook, North Dakota",1173833403,4494563.0,Donnybrook,North Dakota,C
128764,"Cogswell, North Dakota",1173038287,4495902.0,Cogswell,North Dakota,C
128665,"Mountain, North Dakota",1172574819,4492789.0,Mountain,North Dakota,C
128536,"Hague, North Dakota",1173496318,4495446.0,Hague,North Dakota,C
128767,"Havana, North Dakota",1173040422,4492724.0,Havana,North Dakota,C
128703,"Mantador, North Dakota",1173026369,4496034.0,Mantador,North Dakota,C
128779,"Solen, North Dakota",1178765386,4494586.0,Solen,North Dakota,C
128615,"Butte, North Dakota",1174005283,4493207.0,Butte,North Dakota,C
128614,"Benedict, North Dakota",1174004617,4494596.0,Benedict,North Dakota,C
128616,"Coleharbor, North Dakota",1177436220,4495781.0,Coleharbor,North Dakota,C
128546,"Sentinel Butte, North Dakota",1165901284,4495948.0,Sentinel Butte,North Dakota,C
128671,"Balta, North Dakota",1176797366,4495507.0,Balta,North Dakota,C
128580,"Jud, North Dakota",1165751382,4495804.0,Jud,North Dakota,C
128421,"Kathryn, North Dakota",1165751891,4495896.0,Kathryn,North Dakota,C
128543,"McHenry, North Dakota",1173211321,4495460.0,McHenry,North Dakota,C
128774,"Martin, North Dakota",1173669807,4493205.0,Martin,North Dakota,C
128467,"Flaxton, North Dakota",1173870403,4496012.0,Flaxton,North Dakota,C
128861,"Hurdsfield, North Dakota",1173439892,4495687.0,Hurdsfield,North Dakota,Start
128798,"Cleveland, North Dakota",1173212759,511894.0,Cleveland,North Dakota,C
128575,"Tuttle, North Dakota",1177496233,4495871.0,Tuttle,North Dakota,C
128584,"Verona, North Dakota",1165906180,4493143.0,Verona,North Dakota,C
128518,"Fullerton, North Dakota",1173491381,4495646.0,Fullerton,North Dakota,C
128571,"Pettibone, North Dakota",1173444476,4496022.0,Pettibone,North Dakota,C
128495,"North River, North Dakota",1173131063,4496025.0,North River,North Dakota,C
128498,"Prairie Rose, North Dakota",1173132321,4495625.0,Prairie Rose,North Dakota,C
128542,"Grace City, North Dakota",1173210881,4495590.0,Grace City,North Dakota,C
128480,"Briarwood, North Dakota",1173061925,4494608.0,Briarwood,North Dakota,Start
128577,"Dickey, North Dakota",1165646864,4493203.0,Dickey,North Dakota,C
128700,"Great Bend, North Dakota",1173024845,4495825.0,Great Bend,North Dakota,GA
128863,"Alamo, North Dakota",1173888821,4494545.0,Alamo,North Dakota,C
128426,"Nome, North Dakota",1165895638,4494604.0,Nome,North Dakota,Start
128444,"Warwick, North Dakota",1172731937,4493201.0,Warwick,North Dakota,C
128659,"Bathgate, North Dakota",1172528493,4493787.0,Bathgate,North Dakota,C
128429,"Rogers, North Dakota",1165900086,4494622.0,Rogers,North Dakota,C
128664,"Hamilton, North Dakota",1174136860,4492701.0,Hamilton,North Dakota,C
128810,"Woodworth, North Dakota",1173217697,2056942.0,Woodworth,North Dakota,C
128807,"Pingree, North Dakota",1173216227,4496078.0,Pingree,North Dakota,C
128601,"Voltaire, North Dakota",1173710836,4492768.0,Voltaire,North Dakota,C
128475,"Alice, North Dakota",1173058432,4493708.0,Alice,North Dakota,C
128556,"Niagara, North Dakota",1172839791,4492688.0,Niagara,North Dakota,C
128673,"Wolford, North Dakota",1172719855,4495849.0,Wolford,North Dakota,C
128510,"Milton, North Dakota",1172648351,4492734.0,Milton,North Dakota,C
128694,"Barney, North Dakota",1172899049,4493365.0,Barney,North Dakota,C
128517,"Forbes, North Dakota",1173491005,4495917.0,Forbes,North Dakota,C
128457,"Souris, North Dakota",1173723391,4494533.0,Souris,North Dakota,C
128692,"Tolley, North Dakota",1173812251,928460.0,Tolley,North Dakota,C
128799,"Courtenay, North Dakota",1173213150,4495908.0,Courtenay,North Dakota,C
128553,"Inkster, North Dakota",1172837589,4495620.0,Inkster,North Dakota,C
128451,"Landa, North Dakota",1173716297,4495702.0,Landa,North Dakota,C
128763,"Cayuga, North Dakota",1173037677,4494597.0,Cayuga,North Dakota,C
128585,"Fredonia, North Dakota",1173487420,4495621.0,Fredonia,North Dakota,C
128572,"Robinson, North Dakota",1173444853,4493802.0,Robinson,North Dakota,C
128473,"Regan, North Dakota",1178953433,4496095.0,Regan,North Dakota,GA
128660,"Canton City, North Dakota",1172572168,4494649.0,Canton City,North Dakota,C
128828,"Ardoch, North Dakota",1172656265,4493767.0,Ardoch,North Dakota,C
128576,"Berlin, North Dakota",1165535977,4492674.0,Berlin,North Dakota,Start
128674,"Brocket, North Dakota",1172670698,4493171.0,Brocket,North Dakota,C
128821,"Clifford, North Dakota",1172852913,4495587.0,Clifford,North Dakota,C
128813,"Egeland, North Dakota",1172687414,4493720.0,Egeland,North Dakota,C
128527,"Fortuna, North Dakota",1173878173,4495588.0,Fortuna,North Dakota,C
128502,"Alsen, North Dakota",1172585298,4495582.0,Alsen,North Dakota,C
128520,"Monango, North Dakota",1173492129,4495918.0,Monango,North Dakota,C
128512,"Nekoma, North Dakota",1172662832,4495438.0,Nekoma,North Dakota,C
128867,"Springbrook, North Dakota",1173890463,4495868.0,Springbrook,North Dakota,C
128679,"Hampden, North Dakota",1172672771,4495882.0,Hampden,North Dakota,C
128434,"Brinsmade, North Dakota",1172734559,4495753.0,Brinsmade,North Dakota,C
128831,"Fairdale, North Dakota",1172657407,4495485.0,Fairdale,North Dakota,C
128795,"Luverne, North Dakota",1176714402,4495878.0,Luverne,North Dakota,C
128561,"Leith, North Dakota",1174301976,4495837.0,Leith,North Dakota,GA
128450,"Kramer, North Dakota",1173715866,4495270.0,Kramer,North Dakota,C
128780,"Amidon, North Dakota",1174328343,4493389.0,Amidon,North Dakota,C
128423,"Leal, North Dakota",1165889698,4493175.0,Leal,North Dakota,GA
128449,"Gardena, North Dakota",1173715565,4495783.0,Gardena,North Dakota,C
128447,"Antler, North Dakota",1173714638,4494565.0,Antler,North Dakota,GA
128857,"Cathay, North Dakota",1173437622,4493363.0,Cathay,North Dakota,C
128683,"Elliott, North Dakota",1173052667,4495447.0,Elliott,North Dakota,Start
128461,"Gascoyne, North Dakota",1174330162,4495685.0,Gascoyne,North Dakota,C
128439,"Knox, North Dakota",1172733807,4494582.0,Knox,North Dakota,C
128758,"Mylo, North Dakota",1172710050,4495678.0,Mylo,North Dakota,GA
128431,"Sibley, North Dakota",1165901731,4495752.0,Sibley,North Dakota,C
128603,"Venturia, North Dakota",1173494624,4496046.0,Venturia,North Dakota,C
128525,"Ambrose, North Dakota",1173876912,4492713.0,Ambrose,North Dakota,C
128535,"Braddock, North Dakota",1173495946,4495178.0,Braddock,North Dakota,C
128519,"Ludden, North Dakota",1173491768,4495791.0,Ludden,North Dakota,C
128680,"Lawton, North Dakota",1172673164,4494589.0,Lawton,North Dakota,C
128588,"Balfour, North Dakota",1174384172,4493774.0,Balfour,North Dakota,C
128415,"Bucyrus, North Dakota",1174282955,4495877.0,Bucyrus,North Dakota,C
128814,"Hansboro, North Dakota",1176638576,4495797.0,Hansboro,North Dakota,C
128416,"Haynes, North Dakota",1174283345,4495671.0,Haynes,North Dakota,C
150861,"Sarles, North Dakota",1172650470,4495945.0,Sarles,North Dakota,C
128445,"York, North Dakota",1172732493,4494616.0,York,North Dakota,C
128829,"Conway, North Dakota",1172656702,4495954.0,Conway,North Dakota,C
128504,"Calvin, North Dakota",1172586122,4494562.0,Calvin,North Dakota,C
128479,"Ayr, North Dakota",1173061154,4494561.0,Ayr,North Dakota,C
128590,"Bergen, North Dakota",1178791836,4492730.0,Bergen,North Dakota,C
128859,"Hamberg, North Dakota",1178901312,4495703.0,Hamberg,North Dakota,Start
128428,"Pillsbury, North Dakota",1174552380,4496054.0,Pillsbury,North Dakota,C
128675,"Churchs Ferry, North Dakota",1172677046,4495721.0,Churchs Ferry,North Dakota,C
23725399,"Overly, North Dakota",1173718024,23725794.0,Overly,North Dakota,GA
128688,"Grano, North Dakota",1173807712,1128380.0,Grano,North Dakota,C
128509,"Loma, North Dakota",1172587617,4495515.0,Loma,North Dakota,C
128514,"Wales, North Dakota",1172650076,4492696.0,Wales,North Dakota,C
128689,"Loraine, North Dakota",1173808125,4495138.0,Loraine,North Dakota,C
128505,"Hannah, North Dakota",1176933742,4495208.0,Hannah,North Dakota,C
128597,"Kief, North Dakota",1173707893,4495234.0,Kief,North Dakota,GA
128503,"Calio, North Dakota",1172585784,4495801.0,Calio,North Dakota,C
128816,"Perth, North Dakota",1172705200,3293970.0,Perth,North Dakota,C
128621,"Ruso, North Dakota",1174011769,4496090.0,Ruso,North Dakota,C
129842,"Akron, Ohio",1179161838,443209.0,Akron,Ohio,B
150924,"Alliance, Ohio",1177913811,4632883.0,Alliance,Ohio,GA
129539,"Amherst, Ohio",1165507033,14258386.0,Amherst,Ohio,GA
128887,"Ashland, Ohio",1178438134,2219330.0,Ashland,Ohio,GA
128898,"Ashtabula, Ohio",1177760164,1537557.0,Ashtabula,Ohio,B
70107,"Athens, Ohio",1179093816,4630412.0,Athens,Ohio,B
129732,"Aurora, Ohio",1168047356,11528817.0,Aurora,Ohio,GA
129543,"Avon, Ohio",1176041398,17712127.0,Avon,Ohio,C
129544,"Avon Lake, Ohio",1174118802,4014313.0,Avon Lake,Ohio,C
129843,"Barberton, Ohio",1177712919,4135201.0,Barberton,Ohio,C
129069,"Bay Village, Ohio",1167827481,4824654.0,Bay Village,Ohio,C
129070,"Beachwood, Ohio",1177255256,3888883.0,Beachwood,Ohio,GA
129301,"Beavercreek, Ohio",1175944597,10628026.0,Beavercreek,Ohio,GA
129071,"Bedford, Ohio",1179268353,3764592.0,Bedford,Ohio,GA
129072,"Bedford Heights, Ohio",1167618709,17678670.0,Bedford Heights,Ohio,GA
129302,"Bellbrook, Ohio",1167532328,16097103.0,Bellbrook,Ohio,GA
129528,"Bellefontaine, Ohio",1177760610,1955534.0,Bellefontaine,Ohio,GA
150898,"Bellevue, Ohio",1175615796,4826701.0,Bellevue,Ohio,C
129938,"Belpre, Ohio",1175871953,6818927.0,Belpre,Ohio,C
129074,"Berea, Ohio",1174313956,4630814.0,Berea,Ohio,C
129254,"Bexley, Ohio",1175302359,4826975.0,Bexley,Ohio,C
129329,"Blue Ash, Ohio",1177776190,4827324.0,Blue Ash,Ohio,C
129971,"Bowling Green, Ohio",1173734482,1903965.0,Bowling Green,Ohio,C
129076,"Brecksville, Ohio",1174343391,2104384.0,Brecksville,Ohio,GA
129077,"Broadview Heights, Ohio",1167784779,17678674.0,Broadview Heights,Ohio,C
129079,"Brooklyn, Ohio",1165537327,1793813.0,Brooklyn,Ohio,GA
129078,"Brook Park, Ohio",1165537259,17678675.0,Brook Park,Ohio,GA
129639,"Brookville, Ohio",1172722484,13456182.0,Brookville,Ohio,C
129593,"Brunswick, Ohio",1174491195,15988382.0,Brunswick,Ohio,GA
129961,"Bryan, Ohio",1165537487,1273144.0,Bryan,Ohio,GA
129061,"Bucyrus, Ohio",1177761856,4680142.0,Bucyrus,Ohio,GA
129317,"Cambridge, Ohio",1177760633,4680178.0,Cambridge,Ohio,C
129575,"Campbell, Ohio",1168708699,12860272.0,Campbell,Ohio,GA
129825,"Canal Fulton, Ohio",1177204769,13795739.0,Canal Fulton,Ohio,GA
150902,"Canal Winchester, Ohio",1165538140,13798843.0,Canal Winchester,Ohio,C
129576,"Canfield, Ohio",1176778150,9506120.0,Canfield,Ohio,C
129826,"Canton, Ohio",1178567963,2314607.0,Canton,Ohio,B
150932,"Carlisle, Ohio",1172722517,13456190.0,Carlisle,Ohio,GA
129608,"Celina, Ohio",1178708212,2153953.0,Celina,Ohio,C
129640,"Centerville, Ohio",1175434068,6280316.0,Centerville,Ohio,C
129297,"Chardon, Ohio",1178006732,4680174.0,Chardon,Ohio,C
129334,"Cheviot, Ohio",1177832928,900613.0,Cheviot,Ohio,GA
129782,"Chillicothe, Ohio",1177760466,1477061.0,Chillicothe,Ohio,C
31371782,"Cincinnati, Ohio",1074785308,31371783.0,Cincinnati,Ohio,Stub
129721,"Circleville, Ohio",1178411531,4632907.0,Circleville,Ohio,GA
129641,"Clayton, Ohio",1172722554,13687419.0,Clayton,Ohio,C
28169635,"Cleveland, Ohio",1070742786,24484859.0,Cleveland,Ohio,Stub
129082,"Cleveland Heights, Ohio",1177868510,6186980.0,Cleveland Heights,Ohio,C
129790,"Clyde, Ohio",1171754160,17720528.0,Clyde,Ohio,GA
150887,"Columbiana, Ohio",1172002601,12896827.0,Columbiana,Ohio,GA
5950,"Columbus, Ohio",1179198186,456034.0,Columbus,Ohio,GA
128899,"Conneaut, Ohio",1168137365,17296485.0,Conneaut,Ohio,C
129868,"Cortland, Ohio",1167975379,13027023.0,Cortland,Ohio,GA
129056,"Coshocton, Ohio",1177762156,4680138.0,Coshocton,Ohio,C
129846,"Cuyahoga Falls, Ohio",1173041272,5627223.0,Cuyahoga Falls,Ohio,C
8253,"Dayton, Ohio",1179379083,1693394.0,Dayton,Ohio,GA
129337,"Deer Park, Ohio",1177836596,12886192.0,Deer Park,Ohio,GA
129151,"Defiance, Ohio",1177762286,4632926.0,Defiance,Ohio,C
129158,"Delaware, Ohio",1176572187,2982388.0,Delaware,Ohio,B
150866,"Delphos, Ohio",1165904726,6645744.0,Delphos,Ohio,GA
129890,"Dover, Ohio",1177760302,8195302.0,Dover,Ohio,C
150896,"Dublin, Ohio",1178737498,1409463.0,Dublin,Ohio,B
129084,"East Cleveland, Ohio",1178719603,5261908.0,East Cleveland,Ohio,C
