index,title,lastrevid,score_pred,state
3380,"Sugar Hill, Georgia",1177845588,GA,Georgia_(U.S._state)
3381,"Summertown, Georgia",1165903415,GA,Georgia_(U.S._state)
3382,"Summerville, Georgia",1165903418,C,Georgia_(U.S._state)
3383,"Sumner, Georgia",1166330830,C,Georgia_(U.S._state)
3384,"Sunny Side, Georgia",1165903463,Start,Georgia_(U.S._state)
3385,"Surrency, Georgia",1166330922,Start,Georgia_(U.S._state)
3386,"Suwanee, Georgia",1175326691,GA,Georgia_(U.S._state)
3387,"Swainsboro, Georgia",1174502973,C,Georgia_(U.S._state)
3388,"Sycamore, Georgia",1173010550,C,Georgia_(U.S._state)
3389,"Sylvania, Georgia",1165903575,C,Georgia_(U.S._state)
3390,"Sylvester, Georgia",1166987781,C,Georgia_(U.S._state)
3391,"Talbotton, Georgia",1165903640,C,Georgia_(U.S._state)
3392,"Talking Rock, Georgia",1166331089,C,Georgia_(U.S._state)
3393,"Tallapoosa, Georgia",1165903657,C,Georgia_(U.S._state)
3394,"Tallulah Falls, Georgia",1166331098,C,Georgia_(U.S._state)
3395,"Talmo, Georgia",1166331101,GA,Georgia_(U.S._state)
3396,"Tarrytown, Georgia",1166331133,C,Georgia_(U.S._state)
3397,"Taylorsville, Georgia",1166331151,C,Georgia_(U.S._state)
3398,"Temple, Georgia",1176438944,C,Georgia_(U.S._state)
3399,"Tennille, Georgia",1175669467,C,Georgia_(U.S._state)
3400,"Thomaston, Georgia",1172277349,C,Georgia_(U.S._state)
3401,"Thomasville, Georgia",1165904047,C,Georgia_(U.S._state)
3402,"Thomson, Georgia",1173187053,C,Georgia_(U.S._state)
3403,"Thunderbolt, Georgia",1166331338,C,Georgia_(U.S._state)
3404,"Tifton, Georgia",1172563386,C,Georgia_(U.S._state)
3405,"Tiger, Georgia",1166331351,C,Georgia_(U.S._state)
3406,"Tignall, Georgia",1166331357,C,Georgia_(U.S._state)
3407,"Toccoa, Georgia",1178446426,C,Georgia_(U.S._state)
3408,"Toomsboro, Georgia",1166331468,GA,Georgia_(U.S._state)
3409,"Trenton, Georgia",1153014159,C,Georgia_(U.S._state)
3410,"Trion, Georgia",1100142569,C,Georgia_(U.S._state)
3411,"Tucker, Georgia",1175713815,C,Georgia_(U.S._state)
3412,"Tunnel Hill, Georgia",1165904983,GA,Georgia_(U.S._state)
3413,"Turin, Georgia",1166331749,Start,Georgia_(U.S._state)
3414,"Twin City, Georgia",1165905036,C,Georgia_(U.S._state)
3415,"Tybee Island, Georgia",1175247443,C,Georgia_(U.S._state)
3416,"Tyrone, Georgia",1166331825,C,Georgia_(U.S._state)
3417,"Ty Ty, Georgia",1179253431,Start,Georgia_(U.S._state)
3418,"Unadilla, Georgia",1165905131,C,Georgia_(U.S._state)
3419,"Union City, Georgia",1165905163,C,Georgia_(U.S._state)
3420,"Union Point, Georgia",1165905194,C,Georgia_(U.S._state)
3421,"Uvalda, Georgia",1165905949,GA,Georgia_(U.S._state)
3422,"Valdosta, Georgia",1178009590,B,Georgia_(U.S._state)
3423,"Varnell, Georgia",1114231765,GA,Georgia_(U.S._state)
3424,"Vernonburg, Georgia",1166332144,C,Georgia_(U.S._state)
3425,"Vidette, Georgia",1165906234,C,Georgia_(U.S._state)
3426,"Vienna, Georgia",1167916923,C,Georgia_(U.S._state)
3427,"Vidalia, Georgia",1174264478,GA,Georgia_(U.S._state)
3428,"Villa Rica, Georgia",1174809433,B,Georgia_(U.S._state)
3429,"Waco, Georgia",1165906362,C,Georgia_(U.S._state)
3430,"Wadley, Georgia",1165906374,Start,Georgia_(U.S._state)
3431,"Waleska, Georgia",1165906444,GA,Georgia_(U.S._state)
3432,"Walnut Grove, Georgia",1166332459,Start,Georgia_(U.S._state)
3433,"Walthourville, Georgia",1165906558,GA,Georgia_(U.S._state)
3434,"Warm Springs, Georgia",1135425845,C,Georgia_(U.S._state)
3435,"Warner Robins, Georgia",1175950115,C,Georgia_(U.S._state)
3436,"Warrenton, Georgia",1165906636,C,Georgia_(U.S._state)
3437,"Warwick, Georgia",1165906669,C,Georgia_(U.S._state)
3438,"Washington, Georgia",1175266719,C,Georgia_(U.S._state)
3439,"Watkinsville, Georgia",1166332808,C,Georgia_(U.S._state)
3440,"Waverly Hall, Georgia",1166332869,C,Georgia_(U.S._state)
3441,"Waycross, Georgia",1167265069,C,Georgia_(U.S._state)
3442,"Waynesboro, Georgia",1165906906,C,Georgia_(U.S._state)
3443,"Webster County, Georgia",1167089624,C,Georgia_(U.S._state)
3444,"West Point, Georgia",1165907205,C,Georgia_(U.S._state)
3445,"Whigham, Georgia",1165907444,GA,Georgia_(U.S._state)
3446,"White, Georgia",1175613679,C,Georgia_(U.S._state)
3447,"White Plains, Georgia",1165907483,GA,Georgia_(U.S._state)
3448,"Whitesburg, Georgia",1166333581,GA,Georgia_(U.S._state)
3449,"Willacoochee, Georgia",1169852819,C,Georgia_(U.S._state)
3450,"Williamson, Georgia",1165907728,C,Georgia_(U.S._state)
3451,"Winder, Georgia",1177128769,C,Georgia_(U.S._state)
3452,"Winterville, Georgia",1173340905,GA,Georgia_(U.S._state)
3453,"Woodbine, Georgia",1165908301,GA,Georgia_(U.S._state)
3454,"Woodbury, Georgia",1165908337,GA,Georgia_(U.S._state)
3455,"Woodland, Georgia",1165908380,C,Georgia_(U.S._state)
3456,"Woodstock, Georgia",1177426049,C,Georgia_(U.S._state)
3457,"Woodville, Georgia",1165908443,C,Georgia_(U.S._state)
3458,"Woolsey, Georgia",1166334417,Start,Georgia_(U.S._state)
3459,"Wrens, Georgia",1165908523,C,Georgia_(U.S._state)
3460,"Wrightsville, Georgia",1176950509,C,Georgia_(U.S._state)
3461,"Yatesville, Georgia",1166334549,Start,Georgia_(U.S._state)
3462,"Young Harris, Georgia",1174063257,C,Georgia_(U.S._state)
3463,"Zebulon, Georgia",1171167257,C,Georgia_(U.S._state)
3464,"Honolulu, Hawaii",778186189,Stub,Hawaii
3465,"East Honolulu, Hawaii",1177243085,C,Hawaii
3466,"Pearl City, Hawaii",1176354164,C,Hawaii
3467,"Hilo, Hawaii",1176176717,GA,Hawaii
3468,"Waipahu, Hawaii",1132153936,C,Hawaii
3469,"Kailua, Honolulu County, Hawaii",985095782,Stub,Hawaii
3470,"Kaneohe, Hawaii",1153547445,C,Hawaii
3471,"Kahului, Hawaii",1169925896,C,Hawaii
3472,"Mililani, Hawaii",1159321771,GA,Hawaii
3473,"'Ewa Gentry, Hawaii",419689771,Stub,Hawaii
3474,"Kihei, Hawaii",1170722915,C,Hawaii
3475,"Kapolei, Hawaii",1178150348,GA,Hawaii
3476,"Mililani Mauka, Hawaii",1160862079,C,Hawaii
3477,"Makakilo, Hawaii",1135556695,C,Hawaii
3478,"Kailua, Hawaii County, Hawaii",940760384,Stub,Hawaii
3479,"Wahiawa, Hawaii",1173746097,GA,Hawaii
3480,"Wailuku, Hawaii",1167651212,C,Hawaii
3481,"Ewa Beach, Hawaii",419750819,Stub,Hawaii
3482,"Halawa, Hawaii",1163011427,C,Hawaii
3483,"Ocean Pointe, Hawaii",1116004884,GA,Hawaii
3484,"Hawaiian Paradise Park, Hawaii",1111379491,C,Hawaii
3485,"Schofield Barracks, Hawaii",302725930,Stub,Hawaii
3486,"Royal Kunia, Hawaii",1093242786,Start,Hawaii
3487,"Waimalu, Hawaii",1113923816,GA,Hawaii
3488,"Waianae, Hawaii",1163785132,GA,Hawaii
3489,"Lahaina, Hawaii",1179275252,GA,Hawaii
3490,"Kalaoa, Hawaii",1111383306,C,Hawaii
3491,"Nanakuli, Hawaii",494482570,Stub,Hawaii
3492,"Waipio, Hawaii",1113923906,GA,Hawaii
3493,"Kapaa, Hawaii",1123132337,C,Hawaii
3494,"Maili, Hawaii",1171649238,Stub,Hawaii
3495,"Aiea, Hawaii",1174436358,GA,Hawaii
3496,"Makaha, Hawaii",494482452,Stub,Hawaii
3497,"Waimea, Hawaii County, Hawaii",1176176424,GA,Hawaii
3498,"Kaneohe Station, Hawaii",528571885,Stub,Hawaii
3499,"Waihee-Waiehu, Hawaii",1135556932,Start,Hawaii
3500,"Ahuimanu, Hawaii",965355789,Stub,Hawaii
3501,"Haiku-Pauwela, Hawaii",1111378416,C,Hawaii
3502,"Pukalani, Hawaii",1159837706,C,Hawaii
3503,"Lihue, Hawaii",1176837080,GA,Hawaii
3504,"Ewa Villages, Hawaii",965242422,Stub,Hawaii
3505,"Hickam Housing, Hawaii",1156846042,C,Hawaii
3506,"Waikele, Hawaii",1137030486,Stub,Hawaii
3507,"Makawao, Hawaii",1175247908,Start,Hawaii
3508,"Waikoloa Village, Hawaii",1113923772,C,Hawaii
3509,"Napili-Honokowai, Hawaii",1169909021,C,Hawaii
3510,"Kula, Hawaii",1171160671,GA,Hawaii
3511,"Waimanalo, Hawaii",494482627,Stub,Hawaii
3512,"Wailea, Hawaii",1176301238,C,Hawaii
3513,"Laie, Hawaii",1171494124,Stub,Hawaii
3514,"Wailua Homesteads, Hawaii",348959415,Stub,Hawaii
3515,"Waipio Acres, Hawaii",820887430,Stub,Hawaii
3516,"West Loch Estate, Hawaii",1093244195,Stub,Hawaii
3517,"Kahaluu, Hawaii",965239296,Stub,Hawaii
3518,"Pupukea, Hawaii",345541879,Stub,Hawaii
3519,"Heeia, Hawaii",418600500,Stub,Hawaii
3520,"Kalaheo, Hawaii",1150950737,Start,Hawaii
3521,"Hanamaulu, Hawaii",1111378813,C,Hawaii
3522,"Haleiwa, Hawaii",1171495504,Stub,Hawaii
3523,"Whitmore Village, Hawaii",1136756000,Start,Hawaii
3524,"Hawaiian Ocean View, Hawaii",1177519538,C,Hawaii
3525,"Waimanalo Beach, Hawaii",1117249352,C,Hawaii
3526,"Kahaluu-Keauhou, Hawaii",965239326,Stub,Hawaii
3527,"Iroquois Point, Hawaii",1137030562,GA,Hawaii
3528,"Mountain View, Hawaii",1111394183,C,Hawaii
3529,"Waialua, Hawaii",1155754178,GA,Hawaii
3530,"Hauula, Hawaii",419752991,Stub,Hawaii
3531,"Hawaiian Beaches, Hawaii",1111379485,C,Hawaii
3532,"Kekaha, Hawaii",1175837448,C,Hawaii
3533,"Ainaloa, Hawaii",965356268,Stub,Hawaii
3534,"Waikapu, Hawaii",1113923756,Start,Hawaii
3535,"Hawaiian Acres, Hawaii",1111379470,C,Hawaii
3536,"Kaunakakai, Hawaii",1153170867,C,Hawaii
3537,"Puhi, Hawaii",1167646638,C,Hawaii
3538,"Lanai City, Hawaii",1137213585,GA,Hawaii
3539,"Captain Cook, Hawaii",1156253283,GA,Hawaii
3540,"Orchidlands Estates, Hawaii",1112675756,C,Hawaii
3541,"Kilauea, Hawaii",1036838051,Stub,Hawaii
3542,"Holualoa, Hawaii",1146003215,C,Hawaii
3543,"Kahuku, Hawaii",1173366185,GA,Hawaii
3544,"Honokaa, Hawaii",1136757968,C,Hawaii
3545,"Hanapepe, Hawaii",1177245005,C,Hawaii
3546,"Lawai, Hawaii",1111385700,Start,Hawaii
3547,"Eleele, Hawaii",965362243,Stub,Hawaii
3548,"Kurtistown, Hawaii",1129337183,C,Hawaii
3549,"Paia, Hawaii",1140157592,C,Hawaii
3550,"Honaunau-Napoopoo, Hawaii",1166425360,C,Hawaii
3551,"Wheeler AFB, Hawaii",528299482,Stub,Hawaii
3552,"Kalaeloa, Hawaii",1159437807,GA,Hawaii
3553,"Wailua, Kauai",803250531,Stub,Hawaii
3554,"Kealakekua, Hawaii",1170699509,GA,Hawaii
3555,"Hawi, Hawaii",1130365813,C,Hawaii
3556,"Anahola, Hawaii",1115736388,C,Hawaii
3557,"Koloa, Hawaii",1111384512,C,Hawaii
3558,"Keokea, Maui County, Hawaii",1172547506,Start,Hawaii
3559,"Princeville, Hawaii",1147130253,GA,Hawaii
3560,"Kualapuu, Hawaii",1176779379,Start,Hawaii
3561,"Waimea, Kauai County, Hawaii",1162312232,C,Hawaii
3562,"Maunawili, Hawaii",1111390545,GA,Hawaii
3563,"Kapaau, Hawaii",1159393691,C,Hawaii
3564,"Ko Olina, Hawaii",493819107,Stub,Hawaii
3565,"Fern Acres, Hawaii",1109192064,C,Hawaii
3566,"Pepeekeo, Hawaii",1112677152,Start,Hawaii
3567,"Mokuleia, Hawaii",494482535,Stub,Hawaii
3568,"Nanawale Estates, Hawaii",1112673166,C,Hawaii
3569,"Hana, Hawaii",1174511026,C,Hawaii
3570,"Kaaawa, Hawaii",228537649,Stub,Hawaii
3571,"Pahala, Hawaii",1169017506,C,Hawaii
3572,"Eden Roc, Hawaii",1109190284,C,Hawaii
3573,"Punaluu, Hawaii",1112849108,Start,Hawaii
3574,"Omao, Hawaii",965363482,Stub,Hawaii
3575,"Poipu, Hawaii",1152017531,C,Hawaii
3576,"Keaau, Hawaii",1129118160,GA,Hawaii
3577,"Olinda, Hawaii",1167425854,Stub,Hawaii
3578,"Discovery Harbour, Hawaii",1166851821,Stub,Hawaii
3579,"Papaikou, Hawaii",1170130284,C,Hawaii
3580,"Kaanapali, Hawaii",1175009678,C,Hawaii
3581,"Fern Forest, Hawaii",1166425185,Start,Hawaii
3582,"Wainaku, Hawaii",1120214408,C,Hawaii
3583,"Laupahoehoe, Hawaii",494482418,Stub,Hawaii
3584,"Leilani Estates, Hawaii",1174554670,GA,Hawaii
3585,"Haliimaile, Hawaii",1111378576,Start,Hawaii
3586,"Honalo, Hawaii",1111380910,C,Hawaii
3587,"Pahoa, Hawaii",1114902521,GA,Hawaii
3588,"Mahinahina, Hawaii",1167333391,Stub,Hawaii
3589,"Naalehu, Hawaii",1112673139,C,Hawaii
3590,"Halaula, Hawaii",1111378453,Start,Hawaii
3591,"Volcano, Hawaii",1166426411,GA,Hawaii
3592,"Waikane, Hawaii",982615222,Stub,Hawaii
3593,"Launiupoko, Hawaii",1171647201,Start,Hawaii
3594,"Kaumakani, Hawaii",1155590220,GA,Hawaii
3595,"Paauilo, Hawaii",1113281451,Start,Hawaii
3596,"Hāʻena, Kauai County, Hawaii",1167176729,Stub,Hawaii
3597,"Kapalua, Hawaii",1111383462,GA,Hawaii
3598,"Honomu, Hawaii",1164779708,C,Hawaii
3599,"Hanalei, Hawaii",1173103858,C,Hawaii
3600,"Maunaloa, Hawaii",1111390531,C,Hawaii
3601,"Paukaa, Hawaii",1112676819,Start,Hawaii
3602,"Wainiha, Hawaii",1167776511,Stub,Hawaii
3603,"Ualapu'e, Hawaii",716940327,Stub,Hawaii
3604,"Kalihiwai, Hawaii",1111383345,C,Hawaii
3605,"Kawela Bay, Hawaii",1111383526,C,Hawaii
3606,"Maalaea, Hawaii",1175249220,GA,Hawaii
3607,"Pakala Village, Hawaii",1155589789,C,Hawaii
3608,"Kukuihaele, Hawaii",1111384575,C,Hawaii
3609,"Puako, Hawaii",1112679843,C,Hawaii
3610,"Makaha Valley, Hawaii",494482502,Stub,Hawaii
3611,"Waiohinu, Hawaii",1114278928,Start,Hawaii
3612,"Makena, Hawaii",1137088761,Start,Hawaii
3613,"Olowalu, Hawaii",1165079643,GA,Hawaii
3614,"Manele, Hawaii",1171167535,Start,Hawaii
3615,"Boise, Idaho",1177367013,B,Idaho
3616,"Meridian, Idaho",1176797345,C,Idaho
3617,"Nampa, Idaho",1177425596,B,Idaho
3618,"Idaho Falls, Idaho",1179338268,C,Idaho
3619,"Caldwell, Idaho",1177309145,C,Idaho
3620,"Pocatello, Idaho",1179439075,C,Idaho
3621,"Coeur d'Alene, Idaho",1178256803,FA,Idaho
3622,"Twin Falls, Idaho",1176847853,GA,Idaho
3623,"Rexburg, Idaho",1177863998,GA,Idaho
3624,"Post Falls, Idaho",1179071723,C,Idaho
3625,"Lewiston, Idaho",1175790329,C,Idaho
3626,"Eagle, Idaho",1166269694,C,Idaho
3627,"Moscow, Idaho",1177290931,GA,Idaho
3628,"Kuna, Idaho",1178845572,C,Idaho
3629,"Ammon, Idaho",1171905818,C,Idaho
3630,"Mountain Home, Idaho",1165894647,GA,Idaho
3631,"Chubbuck, Idaho",1166939590,C,Idaho
3632,"Hayden, Idaho",1177906547,C,Idaho
3633,"Jerome, Idaho",1166939633,C,Idaho
3634,"Blackfoot, Idaho",1171480003,GA,Idaho
3635,"Garden City, Idaho",1146110777,C,Idaho
3636,"Burley, Idaho",1177436596,GA,Idaho
3637,"Star, Idaho",1177206117,C,Idaho
3638,"Middleton, Idaho",1176170565,C,Idaho
3639,"Rathdrum, Idaho",1165899216,C,Idaho
3640,"Hailey, Idaho",1176049985,C,Idaho
3641,"Sandpoint, Idaho",1172576363,C,Idaho
3642,"Payette, Idaho",1165897395,C,Idaho
3643,"Emmett, Idaho",1165650689,C,Idaho
3644,"Rupert, Idaho",1169434745,C,Idaho
3645,"Fruitland, Idaho",1165747494,C,Idaho
3646,"Weiser, Idaho",1169769720,C,Idaho
3647,"Preston, Idaho",1172626043,GA,Idaho
3648,"Rigby, Idaho",1168925882,C,Idaho
3649,"Shelley, Idaho",1171362194,C,Idaho
3650,"Kimberly, Idaho",1175555303,C,Idaho
3651,"American Falls, Idaho",1167788239,C,Idaho
3652,"Buhl, Idaho",1173868819,C,Idaho
3653,"Gooding, Idaho",1165748207,GA,Idaho
3654,"Heyburn, Idaho",1169482716,C,Idaho
3655,"McCall, Idaho",1176134873,GA,Idaho
3656,"St. Anthony, Idaho",1168223020,GA,Idaho
3657,"Ketchum, Idaho",1174002553,C,Idaho
3658,"Grangeville, Idaho",1165748484,C,Idaho
3659,"Orofino, Idaho",1165896771,GA,Idaho
3660,"Soda Springs, Idaho",1169797129,C,Idaho
3661,"Salmon, Idaho",1165900663,C,Idaho
3662,"Wendell, Idaho",1165907064,C,Idaho
3663,"Homedale, Idaho",1157358517,C,Idaho
3664,"Filer, Idaho",1165746902,C,Idaho
3665,"Iona, Idaho",1165750857,C,Idaho
3666,"Montpelier, Idaho",1165894110,C,Idaho
3667,"Bellevue, Idaho",1159610521,GA,Idaho
3668,"Dalton Gardens, Idaho",1165645994,C,Idaho
3669,"Bonners Ferry, Idaho",1172575780,GA,Idaho
3670,"St. Maries, Idaho",1165902913,C,Idaho
3671,"Spirit Lake, Idaho",1165902416,C,Idaho
3672,"Kellogg, Idaho",1166321203,GA,Idaho
3673,"Malad City, Idaho",1165891872,C,Idaho
3674,"Victor, Idaho",1165906205,C,Idaho
3675,"Parma, Idaho",1165897281,C,Idaho
3676,"Driggs, Idaho",1176552295,C,Idaho
3677,"Sun Valley, Idaho",1176832507,B,Idaho
3678,"Aberdeen, Idaho",1171168330,C,Idaho
3679,"Sugar City, Idaho",1165903358,C,Idaho
3680,"Priest River, Idaho",1174217055,C,Idaho
3681,"Pinehurst, Idaho",1171801830,C,Idaho
3682,"Shoshone, Idaho",1175525686,GA,Idaho
3683,"Wilder, Idaho",1165907598,C,Idaho
3684,"Osburn, Idaho",1165896834,C,Idaho
3685,"New Plymouth, Idaho",1165895321,C,Idaho
3686,"Ponderay, Idaho",1176173848,C,Idaho
3687,"Glenns Ferry, Idaho",1175437043,C,Idaho
3688,"Marsing, Idaho",1165892455,C,Idaho
3689,"Paul, Idaho",1169482696,C,Idaho
3690,"Lapwai, Idaho",1165889241,C,Idaho
3691,"Ucon, Idaho",1165905089,C,Idaho
3692,"Kamiah, Idaho",1165751840,GA,Idaho
3693,"Hansen, Idaho",1165749178,C,Idaho
3694,"Genesee, Idaho",1165747807,GA,Idaho
3695,"Franklin, Idaho",1165747326,C,Idaho
3696,"Plummer, Idaho",1165898230,C,Idaho
3697,"Cascade, Idaho",1165538527,C,Idaho
3698,"Hagerman, Idaho",1165748976,GA,Idaho
3699,"Ashton, Idaho",1165507686,C,Idaho
3700,"Kootenai, Idaho",1165752384,C,Idaho
3701,"Grace, Idaho",1161294763,C,Idaho
3702,"Challis, Idaho",1165538930,GA,Idaho
3703,"Troy, Idaho",1177465576,C,Idaho
3704,"Arco, Idaho",1166376680,GA,Idaho
3705,"Council, Idaho",1176059087,C,Idaho
3706,"McCammon, Idaho",1165892734,C,Idaho
3707,"Cottonwood, Idaho",1165645328,C,Idaho
3708,"Moyie Springs, Idaho",1032509578,C,Idaho
3709,"Greenleaf, Idaho",1165748726,C,Idaho
3710,"Hazelton, Idaho",1173861782,C,Idaho
3711,"Inkom, Idaho",1111381885,C,Idaho
3712,"Wallace, Idaho",1171375022,B,Idaho
3713,"Teton, Idaho",1165903976,Start,Idaho
3714,"Oakley, Idaho",1165896249,C,Idaho
3715,"Potlatch, Idaho",1173821450,GA,Idaho
3716,"Hauser, Idaho",1170575974,C,Idaho
3717,"Dover, Idaho",1165647096,C,Idaho
3718,"Horseshoe Bend, Idaho",1165750426,GA,Idaho
3719,"Menan, Idaho",1165893150,C,Idaho
3720,"Athol, Idaho",1175425992,C,Idaho
3721,"Carey, Idaho",1165538308,GA,Idaho
3722,"Smelterville, Idaho",1165901950,C,Idaho
3723,"Ririe, Idaho",1165899786,C,Idaho
3724,"Hayden Lake, Idaho",1165749482,GA,Idaho
3725,"Mullan, Idaho",1172454574,GA,Idaho
3726,"Juliaetta, Idaho",1165751391,GA,Idaho
3727,"Notus, Idaho",1169598925,C,Idaho
3728,"Melba, Idaho",1170697612,C,Idaho
3729,"Downey, Idaho",1165647137,C,Idaho
3730,"Paris, Idaho",1165897172,C,Idaho
3731,"Firth, Idaho",1176131564,C,Idaho
3732,"New Meadows, Idaho",1165895305,GA,Idaho
3733,"Kooskia, Idaho",1165752382,GA,Idaho
3734,"Clark Fork, Idaho",1165539521,C,Idaho
3735,"Dubois, Idaho",1165647258,C,Idaho
3736,"Weston, Idaho",1165907303,C,Idaho
3737,"Dayton, Idaho",1166425135,C,Idaho
3738,"Deary, Idaho",1165646401,GA,Idaho
3739,"Georgetown, Idaho",1165747850,C,Idaho
3740,"Roberts, Idaho",1165899910,C,Idaho
3741,"Pierce, Idaho",1165897784,C,Idaho
3742,"Idaho City, Idaho",1165750750,GA,Idaho
3743,"Craigmont, Idaho",1165645456,GA,Idaho
3744,"Nezperce, Idaho",1172758051,C,Idaho
3745,"Fairfield, Idaho",1171207553,C,Idaho
3746,"Grand View, Idaho",1176133464,C,Idaho
3747,"Mackay, Idaho",1165891734,C,Idaho
3748,"Richfield, Idaho",1167451270,C,Idaho
3749,"Lewisville, Idaho",1165890102,C,Idaho
3750,"Clifton, Idaho",1165644409,C,Idaho
3751,"Culdesac, Idaho",1165645807,C,Idaho
3752,"Weippe, Idaho",1165906995,C,Idaho
3753,"Eden, Idaho",1165647773,C,Idaho
3754,"Riggins, Idaho",1165899710,GA,Idaho
3755,"Lava Hot Springs, Idaho",1165889401,C,Idaho
3756,"Basalt, Idaho",1168275248,C,Idaho
3757,"Winchester, Idaho",1165907944,GA,Idaho
3758,"Arimo, Idaho",1165507470,C,Idaho
3759,"Declo, Idaho",1177295877,C,Idaho
3760,"Newdale, Idaho",1165895449,C,Idaho
3761,"Cambridge, Idaho",1165538033,C,Idaho
3762,"Mud Lake, Idaho",1165894700,C,Idaho
3763,"Tetonia, Idaho",1165903978,C,Idaho
3764,"Parker, Idaho",1165897223,Start,Idaho
3765,"Bancroft, Idaho",1165508317,C,Idaho
3766,"Kendrick, Idaho",1165751992,C,Idaho
3767,"Dietrich, Idaho",1165646886,Start,Idaho
3768,"Irwin, Idaho",1165750927,Start,Idaho
3769,"Bliss, Idaho",1165536372,C,Idaho
3770,"Worley, Idaho",1165908488,C,Idaho
3771,"Donnelly, Idaho",1165647007,C,Idaho
3772,"Hollister, Idaho",1166950673,C,Idaho
3773,"Rockland, Idaho",1165899997,C,Idaho
3774,"Albion, Idaho",1165506334,C,Idaho
3775,"Harrison, Idaho",1174367130,C,Idaho
3776,"East Hope, Idaho",1171098806,C,Idaho
3777,"Swan Valley, Idaho",1165903533,C,Idaho
3778,"Oldtown, Idaho",1165896518,C,Idaho
3779,"Castleford, Idaho",1165538589,GA,Idaho
3780,"Bloomington, Idaho",1165536417,C,Idaho
3781,"Onaway, Idaho",1165896638,C,Idaho
3782,"Island Park, Idaho",1165750946,C,Idaho
3783,"Midvale, Idaho",1176171121,C,Idaho
3784,"Wardner, Idaho",1173161586,C,Idaho
3785,"Bovill, Idaho",1165536701,GA,Idaho
3786,"Stites, Idaho",1165903194,GA,Idaho
3787,"Malta, Idaho",1168744492,C,Idaho
3788,"Peck, Idaho",1165897438,Start,Idaho
3789,"Fernan Lake Village, Idaho",1165746867,C,Idaho
3790,"Moore, Idaho",1165894170,Start,Idaho
3791,"St. Charles, Idaho",1165902818,C,Idaho
3792,"Crouch, Idaho",1165645719,C,Idaho
3793,"Elk River, Idaho",1171739793,GA,Idaho
3794,"Ferdinand, Idaho",1165746845,GA,Idaho
3795,"Acequia, Idaho",1169505254,Start,Idaho
3796,"Stanley, Idaho",1177447987,GA,Idaho
3797,"Murtaugh, Idaho",1169484782,C,Idaho
3798,"Huetter, Idaho",1165750547,GA,Idaho
3799,"Hope, Idaho",1165750367,C,Idaho
3800,"Leadore, Idaho",1165889634,C,Idaho
3801,"Minidoka, Idaho",1169482425,C,Idaho
3802,"Tensed, Idaho",1165903950,C,Idaho
3803,"Hamer, Idaho",1166425266,C,Idaho
3804,"White Bird, Idaho",1165907450,C,Idaho
3805,"Butte City, Idaho",1178259247,Start,Idaho
3806,"Placerville, Idaho",1165898014,C,Idaho
3807,"Reubens, Idaho",1177480691,C,Idaho
3808,"Lost River, Idaho",1165891406,Start,Idaho
3809,"Oxford, Idaho",1165896966,C,Idaho
3810,"Atomic City, Idaho",1173861548,C,Idaho
3811,"State Line, Idaho",868603387,Stub,Idaho
3812,"Spencer, Idaho",1165902387,C,Idaho
3813,"Drummond, Idaho",1165647221,C,Idaho
3814,"Clayton, Idaho",1165644193,C,Idaho
3815,"Warm River, Idaho",1165906610,Start,Idaho
3816,"Abingdon, Illinois",1171168511,GA,Illinois
3817,"Addieville, Illinois",1166383449,Start,Illinois
3818,"Addison, Illinois",1178418175,GA,Illinois
3819,"Adeline, Illinois",1166383508,C,Illinois
3820,"Albany, Illinois",1166384260,Start,Illinois
3821,"Albers, Illinois",1167076393,C,Illinois
3822,"Albion, Illinois",1173966483,C,Illinois
3823,"Aledo, Illinois",1176794799,C,Illinois
3824,"Alexis, Illinois",1166384639,C,Illinois
3825,"Algonquin, Illinois",1171161878,C,Illinois
3826,"Alhambra, Illinois",1166384715,GA,Illinois
3827,"Allendale, Illinois",1175870100,C,Illinois
3828,"Allenville, Illinois",1166385059,Start,Illinois
3829,"Allerton, Illinois",1166385071,C,Illinois
3830,"Alma, Illinois",1166385220,C,Illinois
3831,"Alorton, Illinois",1166385373,C,Illinois
3832,"Alpha, Illinois",1166385399,C,Illinois
3833,"Alsey, Illinois",1166385510,C,Illinois
3834,"Alsip, Illinois",1173398414,C,Illinois
3835,"Altamont, Illinois",1174905869,C,Illinois
3836,"Alton, Illinois",1178078771,C,Illinois
3837,"Altona, Illinois",1166385737,C,Illinois
3838,"Alto Pass, Illinois",1171830300,C,Illinois
3839,"Alvin, Illinois",1166385860,C,Illinois
3840,"Amboy, Illinois",1171055592,C,Illinois
3841,"Anchor, Illinois",1166483489,C,Illinois
3842,"Andalusia, Illinois",1166483516,Start,Illinois
3843,"Andover, Illinois",1166483668,C,Illinois
3844,"Anna, Illinois",1176290797,GA,Illinois
3845,"Annawan, Illinois",1165910047,C,Illinois
3846,"Antioch, Illinois",1173508857,C,Illinois
3847,"Apple River, Illinois",1176970804,C,Illinois
3848,"Arcola, Illinois",1172814968,C,Illinois
3849,"Arenzville, Illinois",1166484804,Start,Illinois
3850,"Argenta, Illinois",1166484811,C,Illinois
3851,"Arlington, Illinois",1166485040,C,Illinois
3852,"Arlington Heights, Illinois",1170790637,C,Illinois
3853,"Armington, Illinois",1166485152,Start,Illinois
3854,"Aroma Park, Illinois",1167981978,C,Illinois
