article_title,revision_id,article_quality,state,population,regional_division
"Otis, Maine",1166210757,Start,Maine,1385340,New England
"Otisfield, Maine",1174511818,C,Maine,1385340,New England
"Owls Head, Maine",1166210805,C,Maine,1385340,New England
"Oxford, Maine",1159435066,C,Maine,1385340,New England
"Palermo, Maine",1169601520,C,Maine,1385340,New England
"Palmyra, Maine",1166210883,Start,Maine,1385340,New England
"Paris, Maine",1177386730,C,Maine,1385340,New England
"Parkman, Maine",1166210967,C,Maine,1385340,New England
"Parsonsfield, Maine",1174511862,C,Maine,1385340,New England
"Passadumkeag, Maine",1166210998,C,Maine,1385340,New England
"Patten, Maine",1166211016,C,Maine,1385340,New England
"Pembroke, Maine",1166211130,C,Maine,1385340,New England
"Penobscot, Maine",1166211155,Start,Maine,1385340,New England
"Perham, Maine",1114982458,Start,Maine,1385340,New England
"Perry, Maine",1166211184,C,Maine,1385340,New England
"Peru, Maine",1166211213,C,Maine,1385340,New England
"Phillips, Maine",1166211252,C,Maine,1385340,New England
"Phippsburg, Maine",1166211266,C,Maine,1385340,New England
"Pittsfield, Maine",1157123961,C,Maine,1385340,New England
"Pittston, Maine",1166229013,C,Maine,1385340,New England
"Pleasant Ridge Plantation, Maine",1154903805,Start,Maine,1385340,New England
"Plymouth, Maine",1175362256,Start,Maine,1385340,New England
"Poland, Maine",1166229160,GA,Maine,1385340,New England
"Portage Lake, Maine",1166229259,C,Maine,1385340,New England
"Porter, Maine",1166229274,C,Maine,1385340,New England
"Portland, Maine",1177949498,B,Maine,1385340,New England
"Pownal, Maine",1174511885,C,Maine,1385340,New England
"Presque Isle, Maine",1174313212,C,Maine,1385340,New England
"Princeton, Maine",1166229430,Start,Maine,1385340,New England
"Prospect, Maine",1166229461,C,Maine,1385340,New England
"Randolph, Maine",1165232083,GA,Maine,1385340,New England
"Rangeley, Maine",1179546303,GA,Maine,1385340,New England
"Rangeley Plantation, Maine",1158396206,Start,Maine,1385340,New England
"Raymond, Maine",1166229632,C,Maine,1385340,New England
"Readfield, Maine",1166229650,C,Maine,1385340,New England
"Reed Plantation, Maine",1174511919,Start,Maine,1385340,New England
"Richmond, Maine",1166229841,C,Maine,1385340,New England
"Ripley, Maine",1166229971,Start,Maine,1385340,New England
"Robbinston, Maine",1166230069,C,Maine,1385340,New England
"Rockland, Maine",1177872063,GA,Maine,1385340,New England
"Rockport, Maine",1167548155,C,Maine,1385340,New England
"Rome, Maine",1166230239,C,Maine,1385340,New England
"Roque Bluffs, Maine",1166230262,Start,Maine,1385340,New England
"Roxbury, Maine",1166230343,C,Maine,1385340,New England
"Rumford, Maine",1172512374,C,Maine,1385340,New England
"Sabattus, Maine",1166230548,C,Maine,1385340,New England
"Saco, Maine",1176982087,GA,Maine,1385340,New England
"Saint John Plantation, Maine",1174511931,Start,Maine,1385340,New England
"Sandy River Plantation, Maine",1174511952,Start,Maine,1385340,New England
"Sanford, Maine",1165900843,C,Maine,1385340,New England
"Sangerville, Maine",1176911643,C,Maine,1385340,New England
"Scarborough, Maine",1171535857,C,Maine,1385340,New England
"Searsmont, Maine",1166230904,C,Maine,1385340,New England
"Searsport, Maine",1177197627,GA,Maine,1385340,New England
"Sebago, Maine",1160695870,C,Maine,1385340,New England
"Sebec, Maine",1166230912,Start,Maine,1385340,New England
"Seboeis Plantation, Maine",1156217550,Start,Maine,1385340,New England
"Sedgwick, Maine",1166230934,C,Maine,1385340,New England
"Shapleigh, Maine",1166231090,C,Maine,1385340,New England
"Sherman, Maine",1166231209,Start,Maine,1385340,New England
"Shirley, Maine",1166231248,Start,Maine,1385340,New England
"Sidney, Maine",1166231311,C,Maine,1385340,New England
"Skowhegan, Maine",1157139070,C,Maine,1385340,New England
"Smithfield, Maine",1166231444,C,Maine,1385340,New England
"Smyrna, Maine",1166231475,C,Maine,1385340,New England
"Solon, Maine",1166231511,C,Maine,1385340,New England
"Somerville, Maine",1166231527,Start,Maine,1385340,New England
"Sorrento, Maine",1166231548,Start,Maine,1385340,New England
"South Berwick, Maine",1159684967,C,Maine,1385340,New England
"South Bristol, Maine",1175632840,C,Maine,1385340,New England
"South Thomaston, Maine",1166329811,C,Maine,1385340,New England
"South Portland, Maine",1176268716,C,Maine,1385340,New England
"Southport, Maine",1171733698,C,Maine,1385340,New England
"Southwest Harbor, Maine",1166329869,C,Maine,1385340,New England
"Springfield, Maine",1175060251,Start,Maine,1385340,New England
"St. Agatha, Maine",1179405863,C,Maine,1385340,New England
"St. Albans, Maine",1166330109,Start,Maine,1385340,New England
"St. Francis, Maine",1166330135,Start,Maine,1385340,New England
"St. George, Maine",1177292710,GA,Maine,1385340,New England
"Stacyville, Maine",1166330260,Start,Maine,1385340,New England
"Standish, Maine",1166330280,C,Maine,1385340,New England
"Starks, Maine",1166330377,C,Maine,1385340,New England
"Stetson, Maine",1166330462,Start,Maine,1385340,New England
"Steuben, Maine",1166330469,C,Maine,1385340,New England
"Stockholm, Maine",1166330516,C,Maine,1385340,New England
"Stockton Springs, Maine",1166330521,C,Maine,1385340,New England
"Stoneham, Maine",1166330535,Start,Maine,1385340,New England
"Stonington, Maine",1166330594,C,Maine,1385340,New England
"Stow, Maine",1166330615,Start,Maine,1385340,New England
"Strong, Maine",1174512083,C,Maine,1385340,New England
"Sullivan, Maine",1166330764,C,Maine,1385340,New England
"Sumner, Maine",1166330836,C,Maine,1385340,New England
"Surry, Maine",1166330926,C,Maine,1385340,New England
"Swan's Island, Maine",1162063830,C,Maine,1385340,New England
"Swanville, Maine",1166330970,C,Maine,1385340,New England
"Sweden, Maine",1161676227,C,Maine,1385340,New England
"Talmadge, Maine",1166331099,Start,Maine,1385340,New England
"Temple, Maine",1166331179,C,Maine,1385340,New England
"The Forks, Maine",1154903880,Start,Maine,1385340,New England
"Thomaston, Maine",1165065292,C,Maine,1385340,New England
"Thorndike, Maine",1175294337,Start,Maine,1385340,New England
"Topsfield, Maine",1166331484,Start,Maine,1385340,New England
"Topsham, Maine",1161837097,C,Maine,1385340,New England
"Tremont, Maine",1168617910,C,Maine,1385340,New England
"Trenton, Maine",1166331586,C,Maine,1385340,New England
"Troy, Maine",1166331659,Start,Maine,1385340,New England
"Turner, Maine",1166331758,C,Maine,1385340,New England
"Union, Maine",1166331901,C,Maine,1385340,New England
"Unity, Maine",1179430878,C,Maine,1385340,New England
"Upton, Maine",1166331948,Start,Maine,1385340,New England
"Van Buren, Maine",1133849248,C,Maine,1385340,New England
"Vanceboro, Maine",1166332044,C,Maine,1385340,New England
"Vassalboro, Maine",1157661972,C,Maine,1385340,New England
"Veazie, Maine",1166332085,C,Maine,1385340,New England
"Verona Island, Maine",1155712214,C,Maine,1385340,New England
"Vienna, Maine",1166332191,Start,Maine,1385340,New England
"Vinalhaven, Maine",1166332231,C,Maine,1385340,New England
"Wade, Maine",1166332306,Start,Maine,1385340,New England
"Waite, Maine",1166332327,Start,Maine,1385340,New England
"Waldo, Maine",1166332376,C,Maine,1385340,New England
"Waldoboro, Maine",1169395605,C,Maine,1385340,New England
"Wales, Maine",1166332385,C,Maine,1385340,New England
"Wallagrass, Maine",1166332428,Start,Maine,1385340,New England
"Waltham, Maine",1166332498,Start,Maine,1385340,New England
"Warren, Maine",1166332598,GA,Maine,1385340,New England
"Washburn, Maine",1166332658,C,Maine,1385340,New England
"Washington, Maine",1175258575,C,Maine,1385340,New England
"Waterboro, Maine",1159673721,C,Maine,1385340,New England
"Waterville, Maine",1165906773,GA,Maine,1385340,New England
"Waterford, Maine",1166332741,C,Maine,1385340,New England
"Wayne, Maine",1172756766,C,Maine,1385340,New England
"Webster Plantation, Maine",1156217256,Start,Maine,1385340,New England
"Weld, Maine",1166332985,GA,Maine,1385340,New England
"Wellington, Maine",1166333001,Start,Maine,1385340,New England
"Wells, Maine",1170560725,C,Maine,1385340,New England
"Wesley, Maine",1166333046,Start,Maine,1385340,New England
"West Bath, Maine",1166333056,C,Maine,1385340,New England
"Westbrook, Maine",1175133681,C,Maine,1385340,New England
"West Forks, Maine",1174512169,Start,Maine,1385340,New England
"West Gardiner, Maine",1166333083,Start,Maine,1385340,New England
"West Paris, Maine",1174325605,GA,Maine,1385340,New England
"Westfield, Maine",1166333252,Start,Maine,1385340,New England
"Westmanland, Maine",1166333287,C,Maine,1385340,New England
"Weston, Maine",1166333331,Start,Maine,1385340,New England
"Westport Island, Maine",1175815751,C,Maine,1385340,New England
"Whitefield, Maine",1169915427,C,Maine,1385340,New England
"Whiting, Maine",1166333603,Start,Maine,1385340,New England
"Whitneyville, Maine",1166333617,Start,Maine,1385340,New England
"Willimantic, Maine",1166333724,Start,Maine,1385340,New England
"Wilton, Maine",1158419879,C,Maine,1385340,New England
"Windham, Maine",1166333915,C,Maine,1385340,New England
"Windsor, Maine",1166333944,C,Maine,1385340,New England
"Winn, Maine",1166334099,Start,Maine,1385340,New England
"Winslow, Maine",1165389325,C,Maine,1385340,New England
"Winter Harbor, Maine",1166334133,C,Maine,1385340,New England
"Winterport, Maine",1157197296,C,Maine,1385340,New England
"Winterville Plantation, Maine",1174512194,Start,Maine,1385340,New England
"Winthrop, Maine",1178048308,GA,Maine,1385340,New England
"Wiscasset, Maine",1178602672,GA,Maine,1385340,New England
"Woodland, Aroostook County, Maine",1166334269,Start,Maine,1385340,New England
"Woodstock, Maine",1166334366,C,Maine,1385340,New England
"Woodville, Maine",1166334406,Start,Maine,1385340,New England
"Woolwich, Maine",1157812427,C,Maine,1385340,New England
"Yarmouth, Maine",1178822303,GA,Maine,1385340,New England
"York, Maine",1178874659,C,Maine,1385340,New England
"Aberdeen, Maryland",1175636446,C,Maryland,6164660,South Atlantic
"Accident, Maryland",1174061619,C,Maryland,6164660,South Atlantic
"Annapolis, Maryland",1178356797,GA,Maryland,6164660,South Atlantic
"Baltimore, Maryland",1074780978,Stub,Maryland,6164660,South Atlantic
"Barclay, Maryland",1175089613,C,Maryland,6164660,South Atlantic
"Barnesville, Maryland",1175120443,C,Maryland,6164660,South Atlantic
"Barton, Maryland",1166015089,C,Maryland,6164660,South Atlantic
"Bel Air, Maryland",485745849,Stub,Maryland,6164660,South Atlantic
"Berlin, Maryland",1178830280,GA,Maryland,6164660,South Atlantic
"Berwyn Heights, Maryland",1174550269,GA,Maryland,6164660,South Atlantic
"Betterton, Maryland",1175891101,C,Maryland,6164660,South Atlantic
"Bladensburg, Maryland",1174550692,C,Maryland,6164660,South Atlantic
"Boonsboro, Maryland",1173606684,C,Maryland,6164660,South Atlantic
"Bowie, Maryland",1179288918,C,Maryland,6164660,South Atlantic
"Brentwood, Maryland",1174551405,GA,Maryland,6164660,South Atlantic
"Brookeville, Maryland",1168572899,FA,Maryland,6164660,South Atlantic
"Brookview, Maryland",1166016513,GA,Maryland,6164660,South Atlantic
"Brunswick, Maryland",1173483703,C,Maryland,6164660,South Atlantic
"Burkittsville, Maryland",1174898043,C,Maryland,6164660,South Atlantic
"Cambridge, Maryland",1176867307,C,Maryland,6164660,South Atlantic
"Capitol Heights, Maryland",1174552174,C,Maryland,6164660,South Atlantic
"Cecilton, Maryland",1175116047,C,Maryland,6164660,South Atlantic
"Centreville, Maryland",1175091201,GA,Maryland,6164660,South Atlantic
"Charlestown, Maryland",1175113887,C,Maryland,6164660,South Atlantic
"Chesapeake Beach, Maryland",1177290612,C,Maryland,6164660,South Atlantic
"Chesapeake City, Maryland",1175114139,C,Maryland,6164660,South Atlantic
"Chestertown, Maryland",1176012194,C,Maryland,6164660,South Atlantic
"Cheverly, Maryland",1175088196,C,Maryland,6164660,South Atlantic
"Chevy Chase, Maryland",1178615887,C,Maryland,6164660,South Atlantic
"Chevy Chase Section Five, Maryland",1150646129,C,Maryland,6164660,South Atlantic
"Chevy Chase Section Three, Maryland",1158824902,C,Maryland,6164660,South Atlantic
"Chevy Chase View, Maryland",1166017856,GA,Maryland,6164660,South Atlantic
"Chevy Chase Village, Maryland",1172765840,GA,Maryland,6164660,South Atlantic
"Church Creek, Maryland",1127780277,GA,Maryland,6164660,South Atlantic
"Church Hill, Maryland",1175095187,C,Maryland,6164660,South Atlantic
"Clear Spring, Maryland",1177110701,C,Maryland,6164660,South Atlantic
"College Park, Maryland",1178208759,B,Maryland,6164660,South Atlantic
"Colmar Manor, Maryland",1174553553,GA,Maryland,6164660,South Atlantic
"Cottage City, Maryland",1178330631,GA,Maryland,6164660,South Atlantic
"Crisfield, Maryland",1175851221,B,Maryland,6164660,South Atlantic
"Cumberland, Maryland",1176047370,C,Maryland,6164660,South Atlantic
"Deer Park, Maryland",1166066563,C,Maryland,6164660,South Atlantic
"Delmar, Maryland",1175097249,C,Maryland,6164660,South Atlantic
"Denton, Maryland",1176048332,C,Maryland,6164660,South Atlantic
"District Heights, Maryland",1174554378,C,Maryland,6164660,South Atlantic
"Eagle Harbor, Maryland",1166067196,GA,Maryland,6164660,South Atlantic
"East New Market, Maryland",1166067270,C,Maryland,6164660,South Atlantic
"Easton, Maryland",1176478033,GA,Maryland,6164660,South Atlantic
"Edmonston, Maryland",1174845908,GA,Maryland,6164660,South Atlantic
"Eldorado, Maryland",1166067554,C,Maryland,6164660,South Atlantic
"Elkton, Maryland",1175114481,GA,Maryland,6164660,South Atlantic
"Emmitsburg, Maryland",1173485862,C,Maryland,6164660,South Atlantic
"Fairmount Heights, Maryland",1174846191,C,Maryland,6164660,South Atlantic
"Federalsburg, Maryland",1177331960,C,Maryland,6164660,South Atlantic
"Forest Heights, Maryland",1178979251,C,Maryland,6164660,South Atlantic
"Frederick, Maryland",1177875759,B,Maryland,6164660,South Atlantic
"Friendsville, Maryland",1174064925,C,Maryland,6164660,South Atlantic
"Frostburg, Maryland",1172881018,C,Maryland,6164660,South Atlantic
"Fruitland, Maryland",1175097786,C,Maryland,6164660,South Atlantic
"Funkstown, Maryland",1173623069,GA,Maryland,6164660,South Atlantic
"Gaithersburg, Maryland",1171715012,C,Maryland,6164660,South Atlantic
"Galena, Maryland",1176012599,C,Maryland,6164660,South Atlantic
"Galestown, Maryland",1166068950,Start,Maryland,6164660,South Atlantic
"Garrett Park, Maryland",1172839851,C,Maryland,6164660,South Atlantic
"Glenarden, Maryland",1174847911,GA,Maryland,6164660,South Atlantic
"Glen Echo, Maryland",1177154188,C,Maryland,6164660,South Atlantic
"Goldsboro, Maryland",1166069527,C,Maryland,6164660,South Atlantic
"Grantsville, Maryland",1174066669,C,Maryland,6164660,South Atlantic
"Greenbelt, Maryland",1173397524,B,Maryland,6164660,South Atlantic
"Greensboro, Maryland",1166180008,C,Maryland,6164660,South Atlantic
"Hagerstown, Maryland",1177897590,B,Maryland,6164660,South Atlantic
"Hampstead, Maryland",1174395238,C,Maryland,6164660,South Atlantic
"Hancock, Maryland",1178879016,C,Maryland,6164660,South Atlantic
"Havre de Grace, Maryland",1178701279,C,Maryland,6164660,South Atlantic
"Hebron, Maryland",1166180820,C,Maryland,6164660,South Atlantic
"Henderson, Maryland",1173598574,C,Maryland,6164660,South Atlantic
"Highland Beach, Maryland",1172676106,GA,Maryland,6164660,South Atlantic
"Hillsboro, Maryland",1166181067,C,Maryland,6164660,South Atlantic
"Hurlock, Maryland",1175821187,C,Maryland,6164660,South Atlantic
"Hyattsville, Maryland",1177455555,GA,Maryland,6164660,South Atlantic
"Indian Head, Maryland",1175938183,C,Maryland,6164660,South Atlantic
"Keedysville, Maryland",1173626203,C,Maryland,6164660,South Atlantic
"Kensington, Maryland",1177397743,GA,Maryland,6164660,South Atlantic
"Kitzmiller, Maryland",1172878068,C,Maryland,6164660,South Atlantic
"Landover Hills, Maryland",1174848542,C,Maryland,6164660,South Atlantic
"La Plata, Maryland",1175823006,C,Maryland,6164660,South Atlantic
"Laurel, Maryland",1175638671,GA,Maryland,6164660,South Atlantic
"Laytonsville, Maryland",1172907864,C,Maryland,6164660,South Atlantic
"Leonardtown, Maryland",1175824909,C,Maryland,6164660,South Atlantic
"Loch Lynn Heights, Maryland",1174067641,C,Maryland,6164660,South Atlantic
"Lonaconing, Maryland",1174006432,C,Maryland,6164660,South Atlantic
"Luke, Maryland",1177868908,C,Maryland,6164660,South Atlantic
"Manchester, Maryland",1177564883,GA,Maryland,6164660,South Atlantic
"Mardela Springs, Maryland",1175098558,C,Maryland,6164660,South Atlantic
"Martin's Additions, Maryland",1150461688,C,Maryland,6164660,South Atlantic
"Marydel, Maryland",1166207148,C,Maryland,6164660,South Atlantic
"Middletown, Maryland",1173492338,C,Maryland,6164660,South Atlantic
"Midland, Maryland",1174007337,C,Maryland,6164660,South Atlantic
"Millington, Maryland",1175093826,C,Maryland,6164660,South Atlantic
"Morningside, Maryland",1174849330,GA,Maryland,6164660,South Atlantic
"Mountain Lake Park, Maryland",1166208800,C,Maryland,6164660,South Atlantic
"Mount Airy, Maryland",1178719912,C,Maryland,6164660,South Atlantic
"Mount Rainier, Maryland",1174848872,GA,Maryland,6164660,South Atlantic
"Myersville, Maryland",1173539418,C,Maryland,6164660,South Atlantic
"New Carrollton, Maryland",1174849482,C,Maryland,6164660,South Atlantic
"New Market, Maryland",1173554114,C,Maryland,6164660,South Atlantic
"New Windsor, Maryland",1174396563,C,Maryland,6164660,South Atlantic
"North Beach, Maryland",1174548981,C,Maryland,6164660,South Atlantic
"North Brentwood, Maryland",1174849652,GA,Maryland,6164660,South Atlantic
"North Chevy Chase, Maryland",1167410585,GA,Maryland,6164660,South Atlantic
"North East, Maryland",1175115788,C,Maryland,6164660,South Atlantic
"Oakland, Maryland",1174068099,GA,Maryland,6164660,South Atlantic
"Ocean City, Maryland",1177858097,GA,Maryland,6164660,South Atlantic
"Oxford, Maryland",1175826120,C,Maryland,6164660,South Atlantic
"Perryville, Maryland",1175116627,C,Maryland,6164660,South Atlantic
"Pittsville, Maryland",1166229016,Start,Maryland,6164660,South Atlantic
"Pocomoke City, Maryland",1175858746,GA,Maryland,6164660,South Atlantic
"Poolesville, Maryland",1178822473,GA,Maryland,6164660,South Atlantic
"Port Deposit, Maryland",1175118370,GA,Maryland,6164660,South Atlantic
"Port Tobacco Village, Maryland",1176116720,GA,Maryland,6164660,South Atlantic
"Preston, Maryland",1166229399,C,Maryland,6164660,South Atlantic
"Princess Anne, Maryland",1177838385,C,Maryland,6164660,South Atlantic
"Queen Anne, Maryland",1166229518,C,Maryland,6164660,South Atlantic
"Queenstown, Maryland",1175092729,C,Maryland,6164660,South Atlantic
"Ridgely, Maryland",1176048202,C,Maryland,6164660,South Atlantic
"Rising Sun, Maryland",1175119527,C,Maryland,6164660,South Atlantic
"Riverdale Park, Maryland",1174849829,B,Maryland,6164660,South Atlantic
"Rock Hall, Maryland",1166230084,GA,Maryland,6164660,South Atlantic
"Rockville, Maryland",1175885682,B,Maryland,6164660,South Atlantic
"Rosemont, Maryland",1172874327,C,Maryland,6164660,South Atlantic
"St. Michaels, Maryland",226564324,Stub,Maryland,6164660,South Atlantic
"Salisbury, Maryland",1179210206,GA,Maryland,6164660,South Atlantic
"Seat Pleasant, Maryland",1177481407,GA,Maryland,6164660,South Atlantic
"Secretary, Maryland",1166230918,Start,Maryland,6164660,South Atlantic
"Sharpsburg, Maryland",1175206697,C,Maryland,6164660,South Atlantic
"Sharptown, Maryland",1166231136,C,Maryland,6164660,South Atlantic
"Smithsburg, Maryland",1173630178,C,Maryland,6164660,South Atlantic
"Snow Hill, Maryland",1177859736,C,Maryland,6164660,South Atlantic
"Somerset, Maryland",1172844192,C,Maryland,6164660,South Atlantic
"Sudlersville, Maryland",1175094526,C,Maryland,6164660,South Atlantic
"Sykesville, Maryland",1174540961,C,Maryland,6164660,South Atlantic
"Takoma Park, Maryland",1176484219,B,Maryland,6164660,South Atlantic
"Taneytown, Maryland",1178357903,C,Maryland,6164660,South Atlantic
"Templeville, Maryland",1166331193,C,Maryland,6164660,South Atlantic
"Thurmont, Maryland",1173542580,GA,Maryland,6164660,South Atlantic
"Trappe, Maryland",1166331554,C,Maryland,6164660,South Atlantic
"Union Bridge, Maryland",1174397321,C,Maryland,6164660,South Atlantic
"University Park, Maryland",1174944936,C,Maryland,6164660,South Atlantic
"Upper Marlboro, Maryland",1175087298,C,Maryland,6164660,South Atlantic
"Vienna, Maryland",1166332200,C,Maryland,6164660,South Atlantic
"Walkersville, Maryland",1173543810,GA,Maryland,6164660,South Atlantic
"Washington Grove, Maryland",1166332661,FA,Maryland,6164660,South Atlantic
"Westernport, Maryland",1174007776,C,Maryland,6164660,South Atlantic
"Westminster, Maryland",1162192876,GA,Maryland,6164660,South Atlantic
"Willards, Maryland",1166333678,Start,Maryland,6164660,South Atlantic
"Williamsport, Maryland",1173634675,GA,Maryland,6164660,South Atlantic
"Woodsboro, Maryland",1173553863,GA,Maryland,6164660,South Atlantic
"Abington, Massachusetts",1175616287,GA,Massachusetts,6981974,New England
"Acton, Massachusetts",1177519351,B,Massachusetts,6981974,New England
"Acushnet, Massachusetts",1170177008,GA,Massachusetts,6981974,New England
"Adams, Massachusetts",1178848417,C,Massachusetts,6981974,New England
"Agawam, Massachusetts",1177553977,GA,Massachusetts,6981974,New England
"Alford, Massachusetts",1174667365,C,Massachusetts,6981974,New England
"Amesbury, Massachusetts",1177519083,GA,Massachusetts,6981974,New England
"Amherst, Massachusetts",1178478246,GA,Massachusetts,6981974,New England
"Andover, Massachusetts",1178452589,B,Massachusetts,6981974,New England
"Aquinnah, Massachusetts",1173995408,GA,Massachusetts,6981974,New England
"Arlington, Massachusetts",1178976700,GA,Massachusetts,6981974,New England
"Ashburnham, Massachusetts",1174050402,C,Massachusetts,6981974,New England
"Ashby, Massachusetts",1166014576,GA,Massachusetts,6981974,New England
"Ashfield, Massachusetts",1177523033,GA,Massachusetts,6981974,New England
"Ashland, Massachusetts",1166014628,B,Massachusetts,6981974,New England
"Athol, Massachusetts",1178770575,B,Massachusetts,6981974,New England
"Attleboro, Massachusetts",1170842751,C,Massachusetts,6981974,New England
"Auburn, Massachusetts",1166014736,C,Massachusetts,6981974,New England
"Avon, Massachusetts",1177697890,GA,Massachusetts,6981974,New England
"Ayer, Massachusetts",1166014885,C,Massachusetts,6981974,New England
"Barnstable, Massachusetts",1176700490,B,Massachusetts,6981974,New England
"Barre, Massachusetts",1171266375,C,Massachusetts,6981974,New England
"Becket, Massachusetts",1161186388,C,Massachusetts,6981974,New England
"Bedford, Massachusetts",1178361349,C,Massachusetts,6981974,New England
"Belchertown, Massachusetts",1166015293,C,Massachusetts,6981974,New England
"Bellingham, Massachusetts",1178942283,C,Massachusetts,6981974,New England
"Belmont, Massachusetts",1178438202,C,Massachusetts,6981974,New England
"Berkley, Massachusetts",1175886218,C,Massachusetts,6981974,New England
"Berlin, Massachusetts",1176302882,C,Massachusetts,6981974,New England
"Bernardston, Massachusetts",1179513271,C,Massachusetts,6981974,New England
"Beverly, Massachusetts",1179124550,B,Massachusetts,6981974,New England
"Billerica, Massachusetts",1176096367,C,Massachusetts,6981974,New England
"Blackstone, Massachusetts",1174197753,C,Massachusetts,6981974,New England
"Blandford, Massachusetts",1174669877,FA,Massachusetts,6981974,New England
"Bolton, Massachusetts",1178269149,C,Massachusetts,6981974,New England
Boston,1178975513,GA,Massachusetts,6981974,New England
"Bourne, Massachusetts",1166016045,B,Massachusetts,6981974,New England
"Boxborough, Massachusetts",1166016086,GA,Massachusetts,6981974,New England
"Boxford, Massachusetts",1178326467,C,Massachusetts,6981974,New England
"Boylston, Massachusetts",1166016104,C,Massachusetts,6981974,New England
"Braintree, Massachusetts",1179544447,GA,Massachusetts,6981974,New England
"Brewster, Massachusetts",1176828865,GA,Massachusetts,6981974,New England
"Bridgewater, Massachusetts",1162287962,GA,Massachusetts,6981974,New England
"Brimfield, Massachusetts",1166016334,C,Massachusetts,6981974,New England
"Brockton, Massachusetts",1176116481,C,Massachusetts,6981974,New England
"Brookfield, Massachusetts",1167962594,C,Massachusetts,6981974,New England
"Brookline, Massachusetts",1178876794,B,Massachusetts,6981974,New England
"Buckland, Massachusetts",1166016658,C,Massachusetts,6981974,New England
"Burlington, Massachusetts",1161182160,C,Massachusetts,6981974,New England
"Cambridge, Massachusetts",1179541924,B,Massachusetts,6981974,New England
"Canton, Massachusetts",1178950135,C,Massachusetts,6981974,New England
"Carlisle, Massachusetts",1166017279,C,Massachusetts,6981974,New England
"Carver, Massachusetts",1166017373,C,Massachusetts,6981974,New England
"Charlemont, Massachusetts",1174673247,C,Massachusetts,6981974,New England
"Charlton, Massachusetts",1179186719,C,Massachusetts,6981974,New England
"Chatham, Massachusetts",1175544072,C,Massachusetts,6981974,New England
"Chelmsford, Massachusetts",1178923444,GA,Massachusetts,6981974,New England
"Chelsea, Massachusetts",1178469047,C,Massachusetts,6981974,New England
"Cheshire, Massachusetts",1166017775,C,Massachusetts,6981974,New England
"Chester, Massachusetts",1174673505,C,Massachusetts,6981974,New England
"Chesterfield, Massachusetts",1174673519,C,Massachusetts,6981974,New England
"Chicopee, Massachusetts",1172669651,C,Massachusetts,6981974,New England
"Chilmark, Massachusetts",1178675089,C,Massachusetts,6981974,New England
"Clarksburg, Massachusetts",1174673937,C,Massachusetts,6981974,New England
"Clinton, Massachusetts",1167102310,C,Massachusetts,6981974,New England
"Cohasset, Massachusetts",1169358992,GA,Massachusetts,6981974,New England
"Colrain, Massachusetts",1174674581,C,Massachusetts,6981974,New England
"Concord, Massachusetts",1175683666,GA,Massachusetts,6981974,New England
"Conway, Massachusetts",1175485812,C,Massachusetts,6981974,New England
"Cummington, Massachusetts",1174676598,C,Massachusetts,6981974,New England
"Dalton, Massachusetts",1132494463,C,Massachusetts,6981974,New England
"Danvers, Massachusetts",1170938718,C,Massachusetts,6981974,New England
"Dartmouth, Massachusetts",1172987370,GA,Massachusetts,6981974,New England
"Dedham, Massachusetts",1178789607,GA,Massachusetts,6981974,New England
"Deerfield, Massachusetts",1177414099,GA,Massachusetts,6981974,New England
"Dennis, Massachusetts",1170996326,FA,Massachusetts,6981974,New England
"Dighton, Massachusetts",1169350309,GA,Massachusetts,6981974,New England
"Douglas, Massachusetts",1166067028,GA,Massachusetts,6981974,New England
"Dover, Massachusetts",1177286983,GA,Massachusetts,6981974,New England
"Dracut, Massachusetts",1161182691,C,Massachusetts,6981974,New England
"Dudley, Massachusetts",1166067098,C,Massachusetts,6981974,New England
"Dunstable, Massachusetts",1166067147,C,Massachusetts,6981974,New England
"Duxbury, Massachusetts",1175561044,C,Massachusetts,6981974,New England
"East Bridgewater, Massachusetts",1140222341,C,Massachusetts,6981974,New England
"East Brookfield, Massachusetts",1166067224,C,Massachusetts,6981974,New England
"East Longmeadow, Massachusetts",1179192848,C,Massachusetts,6981974,New England
"Eastham, Massachusetts",1166508337,C,Massachusetts,6981974,New England
"Easthampton, Massachusetts",1167233752,C,Massachusetts,6981974,New England
"Easton, Massachusetts",1178070516,C,Massachusetts,6981974,New England
"Edgartown, Massachusetts",1171251527,C,Massachusetts,6981974,New England
"Egremont, Massachusetts",1166067515,C,Massachusetts,6981974,New England
"Erving, Massachusetts",1176918417,C,Massachusetts,6981974,New England
"Essex, Massachusetts",1178153297,C,Massachusetts,6981974,New England
"Everett, Massachusetts",1178882062,C,Massachusetts,6981974,New England
"Fairhaven, Massachusetts",1169442815,C,Massachusetts,6981974,New England
"Fall River, Massachusetts",1179277288,B,Massachusetts,6981974,New England
"Falmouth, Massachusetts",1177783028,C,Massachusetts,6981974,New England
"Fitchburg, Massachusetts",1178284864,B,Massachusetts,6981974,New England
"Florida, Massachusetts",1174683020,C,Massachusetts,6981974,New England
"Foxborough, Massachusetts",1176063097,C,Massachusetts,6981974,New England
"Framingham, Massachusetts",1178729348,B,Massachusetts,6981974,New England
"Franklin, Massachusetts",1179365985,C,Massachusetts,6981974,New England
"Freetown, Massachusetts",1179452951,B,Massachusetts,6981974,New England
"Gardner, Massachusetts",1169330645,C,Massachusetts,6981974,New England
